Investee Company Name,Investee Company Nation,Investee Company TRBC Economic Sector,Investment Date,Round Number,Investment Stage,Firm Investor Name,Fund Investor Name,"Investor Equity Total
(USD, Millions)","Disclosed Fund Equity Contribution
(USD, Millions)","Round Equity Total
(USD, Millions)","Disclosed Debt Contribution
(USD, Millions)","Deal Value
(USD, Millions)","Deal Rank Value
(USD, Millions)"
Vikram Hospital & Heart Care Pvt  Ltd,India,Healthcare,2008-01-28,1,LBO,ICICI Venture Funds Management Company Ltd,ICICI Venture Funds Management Co Ltd - Unspecified Fund,0,0,0,0,24,24
Vikram Hospital & Heart Care Pvt  Ltd,India,Healthcare,2013-07-22,2,Secondary Buyout,Multiples Alternate Asset Management Pvt Ltd,Multiples Alternate Asset Management Buyout Fund,0,0,0,0,0,0
Vikram Logistic and Maritime Services Private Ltd,India,Industrials,2007-08-08,1,Acquisition,Alara Capital Partners LLC,Alara Capital - Unspecified Fund,0,0,0,0,0,0
Vilcart Solutions Pvt Ltd,India,Technology,2023-01-06,2,Expansion,Nabventures Ltd,Nabventures Fund I,2,2,13,0,0,13
Vilcart Solutions Pvt Ltd,India,Technology,2023-01-06,2,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,13,0,0,13
Vilcart Solutions Pvt Ltd,India,Technology,2023-01-06,2,Expansion,Undisclosed Firm,Undisclosed Fund,11,11,13,0,0,13
Vinculum Solutions Pvt Ltd,India,Technology,2010-11-20,1,Expansion,Accel Partners Management LLP,Accel Partners & Co Inc - Unspecified Fund,0,0,0,0,0,0
Vinculum Solutions Pvt Ltd,India,Technology,2014-03-05,2,Expansion,Accel India Venture Fund,Accel India Venture Fund - Unspecified Fund,0,0,0,0,0,0
Vinculum Solutions Pvt Ltd,India,Technology,2014-03-05,2,Expansion,IvyCap Ventures Advisors Pvt Ltd,IvyCap Ventures Trust Fund - I,0,0,0,0,0,0
Vini Cosmetics Pvt Ltd,India,Consumer Non-Cyclicals,2017-09-08,2,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,31,31,172,0,0,172
Vini Cosmetics Pvt Ltd,India,Consumer Non-Cyclicals,2017-09-08,2,Expansion,Westbridge Capital Management Llc,"WestBridge Capital Management, LLC - Unspecified Fund",141,0,172,0,0,172
Vini Cosmetics Pvt Ltd,India,Consumer Non-Cyclicals,2021-07-15,3,LBO,Kohlberg Kravis Roberts & Co LP,KKR Asian Fund IV SCSp,0,0,0,0,617,617
VINSM Globe Pvt Ltd,India,Consumer Cyclicals,2021-12-23,1,Expansion,Artha India Ventures,Artha India Ventures,0,0,0,0,0,0
VINSM Globe Pvt Ltd,India,Consumer Cyclicals,2021-12-23,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vioma Motors,India,Consumer Cyclicals,2023-02-16,1,Expansion,Brtsif,BRTSIF - Unspecified Fund,0,0,0,0,0,0
Vioma Motors,India,Consumer Cyclicals,2023-02-16,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Virescent Infrastructure Investment Manager Pvt Ltd,India,Utilities,2020-12-01,1,LBO,Kohlberg Kravis Roberts & Co LP,KKR Asia Pacific Infrastructure Investors SCSp,0,0,0,0,0,0
Virescent Infrastructure Investment Manager Pvt Ltd,India,Utilities,2021-05-07,2,Acquisition for Expansion,Kohlberg Kravis Roberts & Co LP,KKR Asia Pacific Infrastructure Investors SCSp,0,0,0,0,0,0
Virescent Infrastructure Investment Manager Pvt Ltd,India,Utilities,2021-09-28,3,Acquisition,Alberta Investment Management Corp,AIMCo - Unspecified Fund,31,0,62,0,62,62
Virescent Infrastructure Investment Manager Pvt Ltd,India,Utilities,2021-09-28,3,Acquisition,Undisclosed Firm,Undisclosed Fund,31,0,62,0,62,62
Virescent Infrastructure Investment Manager Pvt Ltd,India,Utilities,2021-12-10,4,PIPE,Kohlberg Kravis Roberts & Co LP,KKR Asia Pacific Infrastructure Investors SCSp,0,0,0,0,0,0
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Better Capital Management LLC,Better Capital+Labs- Unspecified Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Keiretsu Forum,Keiretsu Forum - Unspecified Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Rebright Partners Inc,Rebright Partners Inc - Unspecified Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2021-05-17,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Blume Venture Advisors Pvt Ltd,Blume Venture Advisors - Unspecified Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,LetsVenture Technologies Pvt Ltd,LetsVenture Technologies Pvt Ltd - Unspecified Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Rebright Partners Inc,Rebright Partners Inc - Unspecified Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Virohan Pvt Ltd,India,Technology,2022-12-08,5,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,7,0,0,7
Visa Power Ltd,India,Utilities,2011-07-26,1,Pending Acquisition,Blackstone Inc,"Blackstone Group, L.P. - Unspecified Fund",113,113,113,0,113,113
Visage Holdings & Finance Pvt Ltd,India,Financials,2017-10-12,1,Expansion,Gaja Capital Partners,Gaja Capital Fund III,4,0,15,0,0,15
Visage Holdings & Finance Pvt Ltd,India,Financials,2017-10-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,4,0,15,0,0,15
Visage Holdings & Finance Pvt Ltd,India,Financials,2017-10-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,4,0,15,0,0,15
Visage Holdings & Finance Pvt Ltd,India,Financials,2017-10-12,1,Expansion,Unitus Impact Partners LLC,Livelihood Impact Fund L.P.,4,0,15,0,0,15
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2019-12-26,3,Expansion,Sixth Sense Ventures Advisors LLP,Sixth Sense India Opportunities  II,3,0,6,0,0,6
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2019-12-26,3,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,6,0,0,6
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2021-03-25,4,Expansion,Sixth Sense Ventures Advisors LLP,Sixth Sense India Opportunities  II,2,2,8,0,0,8
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2021-03-25,4,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,8,0,0,8
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2021-03-25,4,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,8,0,0,8
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Gulf Islamic Investments Llc,Gulf Islamic Investments LLC-Unspecified Fund,5,0,28,0,0,28
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Malabar Investment Advisors Pvt Ltd,Malabar Investment Advisors Pvt Ltd - Unspecified Fund,5,0,28,0,0,28
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Sixth Sense Ventures Advisors LLP,Sixth Sense India Opportunities  II,5,0,28,0,0,28
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Undisclosed Firm,Undisclosed Fund,5,0,28,0,0,28
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Undisclosed Firm,Undisclosed Fund,5,0,28,0,0,28
Visage Lines Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2022-02-04,5,Expansion,Undisclosed Firm,Undisclosed Fund,5,0,28,0,0,28
Vishal Mega Mart Pvt Ltd,India,Consumer Cyclicals,2018-05-21,1,Pending Acquisition,Kedaara Capital Investment Managers Ltd,"Kedaara Capital II, Ltd.",0,0,0,0,0,0
Vishal Mega Mart Pvt Ltd,India,Consumer Cyclicals,2018-05-21,1,Pending Acquisition,Partners Group Holding AG,Partners Group AG - Unspecified Fund,0,0,0,0,0,0
Vishal Personal Care Pvt Ltd,India,Consumer Non-Cyclicals,2012-11-15,1,Expansion,Peepul Capital Llc,Peepul Capital Fund III LLC,0,0,0,0,0,0
"Vishal Retail, Ltd. - Wholesale Division",India,Consumer Cyclicals,2011-03-14,1,LBO,TPG Inc,TPG Capital,0,0,0,0,0,0
Vishnuthulsi International Pvt Ltd,India,Industrials,2023-10-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vishnuthulsi International Pvt Ltd,India,Industrials,2023-10-12,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
"Vision Heights, Ltd.",India,Industrials,2011-11-21,1,Real Estate,Pragnya Advisors Pvt Ltd,"Pragnya Advisors Pvt., Ltd. - Unspecified Fund",5,5,5,0,0,5
Visionary RCM Inc,India,Healthcare,2010-08-09,1,Expansion,Kalaari Capital Advisors Pvt Ltd,NEA IndoUS Ventures,3,3,3,0,0,3
Visionary RCM Inc,India,Healthcare,2017-12-21,2,LBO,Carlyle Group Inc,Carlyle Asia Growth Partners V LP,0,0,0,0,0,0
Vistaar Financial Services Pvt Ltd,India,Financials,2012-08-01,2,Expansion,Elevar Equity Advisors Pvt Ltd,Elevar Equity II,2,0,7,0,0,7
Vistaar Financial Services Pvt Ltd,India,Financials,2012-08-01,2,Expansion,Lok Advisory Services Pvt Ltd,Lok Capital II LLC,2,0,7,0,0,7
Vistaar Financial Services Pvt Ltd,India,Financials,2012-08-01,2,Expansion,Omidyar Network Commons LLC,Omidyar Network Fund LLC,2,0,7,0,0,7
Vistaar Financial Services Pvt Ltd,India,Financials,2012-08-01,2,Expansion,SVB Capital,"SVB India Capital Partners I, L.P.",2,0,7,0,0,7
Vistaar Financial Services Pvt Ltd,India,Financials,2014-05-22,3,Expansion,Elevar Equity Advisors Pvt Ltd,Elevar Equity II,7,0,27,0,0,27
Vistaar Financial Services Pvt Ltd,India,Financials,2014-05-22,3,Expansion,Omidyar Network Commons LLC,Omidyar Network Fund LLC,7,0,27,0,0,27
Vistaar Financial Services Pvt Ltd,India,Financials,2014-05-22,3,Expansion,Saama Capital LLC,Saama Capital LLC - Unspecified Fund,7,0,27,0,0,27
Vistaar Financial Services Pvt Ltd,India,Financials,2014-05-22,3,Expansion,Westbridge Capital Management Llc,WestBridge Crossover Fund,7,0,27,0,0,27
Vistaar Financial Services Pvt Ltd,India,Financials,2015-09-03,4,Expansion,Elevar Equity Advisors Pvt Ltd,"Elevar Equity III, L.P.",13,0,38,0,0,38
Vistaar Financial Services Pvt Ltd,India,Financials,2015-09-03,4,Expansion,Omidyar Network Commons LLC,Omidyar Network Fund LLC,13,0,38,0,0,38
Vistaar Financial Services Pvt Ltd,India,Financials,2015-09-03,4,Expansion,Westbridge Ventures LLC,WestBridge Ventures LLC - Unspecified Fund,13,0,38,0,0,38
Vistaar Financial Services Pvt Ltd,India,Financials,2022-10-10,5,LBO,Warburg Pincus LLC,Warburg Pincus LLC - Unspecified Fund,0,0,0,0,251,251
Vistaar Financial Services Pvt Ltd,India,Financials,2023-05-12,6,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth 14 LP,109,109,109,0,109,109
Vistaar Financial Services Pvt Ltd,India,Financials,2023-05-25,7,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth 14 LP,49,49,49,0,49,49
Vistaar Financial Services Pvt Ltd,India,Financials,2024-10-17,8,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth 14 LP,0,0,0,0,0,0
VisualSoft Technologies,India,Technology,2005-08-17,1,PIPE,Elevation Capital,"SB Asia Investment Fund II, L.P.",8,8,8,0,0,8
Vitraya Technologies Pvt Ltd,India,Technology,2023-03-29,2,Expansion,Cactus Venture Partners LLP,Cactus Venture Partners LLP - Unspecified Fund,1,0,5,0,0,5
Vitraya Technologies Pvt Ltd,India,Technology,2023-03-29,2,Expansion,Season Two Ventures Management LLC,Season Two Ventures Management LLC - Unspecified Fund,1,0,5,0,0,5
Vitraya Technologies Pvt Ltd,India,Technology,2023-03-29,2,Expansion,StartupXseed Ventures LLP,StartupXseed Ventures Fund II,1,0,5,0,0,5
Vitraya Technologies Pvt Ltd,India,Technology,2023-03-29,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
Vitraya Technologies Pvt Ltd,India,Technology,2023-03-29,2,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,5,0,0,5
VitusCare Medlife Pvt Ltd,India,Healthcare,2024-04-16,1,Expansion,Impact India Investment Partners LLC,Impact India Investment Partners LLC- Unspecified Fund,1,0,3,0,0,3
VitusCare Medlife Pvt Ltd,India,Healthcare,2024-04-16,1,Expansion,Tomorrow Capital Pvt Ltd,Tomorrow Capital Pvt Ltd - Unspecified Fund,1,0,3,0,0,3
VitusCare Medlife Pvt Ltd,India,Healthcare,2024-04-16,1,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,3,0,0,3
VitusCare Medlife Pvt Ltd,India,Healthcare,2024-04-16,1,Expansion,Zeva Capsol Pvt Ltd,1Crowd Fund,1,0,3,0,0,3
Vivimed Labs Ltd,India,Consumer Non-Cyclicals,2011-09-29,1,PIPE,Jacob Ballas Capital India Pvt Ltd,NYLIM Jacob Ballas India Fund III LLC,14,14,26,0,0,26
Vivimed Labs Ltd,India,Consumer Non-Cyclicals,2011-09-29,1,PIPE,Undisclosed Firm,Undisclosed Fund,12,12,26,0,0,26
Vivimed Labs Ltd,India,Consumer Non-Cyclicals,2011-11-30,2,PIPE,Evolvence Capital Ltd,Evolvence India Life Sciences Fund,12,12,13,0,0,13
Vivimed Labs Ltd,India,Consumer Non-Cyclicals,2011-11-30,2,PIPE,Undisclosed Firm,Undisclosed Fund,0,0,13,0,0,13
Vivish Technologies Pvt Ltd,India,Technology,2022-11-23,4,Expansion,Undisclosed Firm,Undisclosed Fund,6,0,12,0,0,12
Vivish Technologies Pvt Ltd,India,Technology,2022-11-23,4,Expansion,Undisclosed Firm,Undisclosed Fund,6,0,12,0,0,12
Vivoiz Healthcare Pvt Ltd,India,Technology,2021-10-26,5,Expansion,Celesta Global Capital Managers LLC,Celesta Global Capital Managers LLC - Unspecified Fund,2,0,7,0,0,7
Vivoiz Healthcare Pvt Ltd,India,Technology,2021-10-26,5,Expansion,Omidyar Network India Advisors Pvt Ltd,Omidyar Network India Advisors Pvt Ltd - Unspecified Fund,2,0,7,0,0,7
Vivoiz Healthcare Pvt Ltd,India,Technology,2021-10-26,5,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,7,0,0,7
Vivriti Capital Pvt Ltd,India,Financials,2022-03-28,6,Expansion,Creation Investments Capital Management LLC,"Creation Investments Social Ventures Fund III, L.P.",10,0,48,0,0,48
Vivriti Capital Pvt Ltd,India,Financials,2022-03-28,6,Expansion,Lightrock Llp,Lightrock Growth Fund I,10,0,48,0,0,48
Vivriti Capital Pvt Ltd,India,Financials,2022-03-28,6,Expansion,Undisclosed Firm,Undisclosed Fund,10,0,48,0,0,48
Vivriti Capital Pvt Ltd,India,Financials,2022-03-28,6,Expansion,Undisclosed Firm,Undisclosed Fund,10,0,48,0,0,48
Vivriti Capital Pvt Ltd,India,Financials,2022-03-28,6,Expansion,Undisclosed Firm,Undisclosed Fund,10,0,48,0,0,48
Vivriti Capital Pvt Ltd,India,Financials,2022-05-09,7,Expansion,TVS Capital Funds Ltd,TVS Shriram Growth Fund 3,30,0,30,0,0,30
Vivtera Holdings Llc,India,Industrials,2018-05-31,1,Acquisition,Warburg Pincus LLC,Warburg Pincus LLC - Unspecified Fund,0,0,0,0,0,0
Vivtera Holdings Llc,India,Industrials,2019-12-09,2,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth Fund,138,138,138,0,138,138
Vivtera Holdings Llc,India,Industrials,2020-03-31,3,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth Fund,1,1,1,0,1,1
Vivtera Holdings Llc,India,Industrials,2020-10-07,4,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth Fund,3,3,3,0,3,3
Vivtera Holdings Llc,India,Industrials,2024-12-13,5,Acquisition,Warburg Pincus LLC,Warburg Pincus Global Growth Fund,0,0,0,0,10,10
VKS Farms Pvt Ltd,India,Industrials,2011-11-11,1,Expansion,Ventureast,VenturEast Life Fund III LLC,5,5,5,0,0,5
Vlcc Health Care Ltd,India,Consumer Non-Cyclicals,2023-01-10,5,LBO,Carlyle Group Inc,"Carlyle Asia Partners, L.P.",0,0,0,0,0,0
Vlcc Health Care Ltd,India,Consumer Non-Cyclicals,2023-06-09,6,Pending Acquisition,Carlyle Group Inc,"Carlyle Asia Partners, L.P.",0,0,0,0,0,0
V-mart Retail Ltd,India,Consumer Cyclicals,2008-06-11,1,Acquisition,Aditya Birla PE Advisors Pvt Ltd,Aditya Birla Private Equity - Fund I,15,15,15,0,15,15
Vogo Automotive Pvt Ltd,India,Consumer Non-Cyclicals,2021-02-18,9,Expansion,Aspada Investment Advisors Pvt Ltd,Lightrock,3,0,12,0,0,12
Vogo Automotive Pvt Ltd,India,Consumer Non-Cyclicals,2021-02-18,9,Expansion,Kalaari Capital Advisors Pvt Ltd,"Kalaari Capital Advisors Pvt., Ltd - Unspecified Fund",3,0,12,0,0,12
Vogo Automotive Pvt Ltd,India,Consumer Non-Cyclicals,2021-02-18,9,Expansion,Matrix Partners LP,Matrix Partners LP - Unspecified Fund,3,0,12,0,0,12
Vogo Automotive Pvt Ltd,India,Consumer Non-Cyclicals,2021-02-18,9,Expansion,Stellaris Venture Partners,Stellaris Venture Partners  - Unspecified Fund,3,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,100Unicorns,100Unicorns - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Anthill Ventures Pte Ltd,Anthill Ventures - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Artesian Capital Management Lp,Artesian Ventures-Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Baring Private Equity Partners India Ltd,"Baring India Private Equity Fund IV, Ltd.",1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Cathexis Capital LP,Cathexis Capital- Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Innoven Capital India Pvt Ltd,InnoVen Capital- Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Moneta Ventures LLC,Moneta Ventures - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,SOSV Investments LLC,SOS Ventures - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Undisclosed Firm,Undisclosed Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Ventureast,Ventureast - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2021-10-07,3,Expansion,Westsummit Capital Management Ltd,WestSummit Capital Management - Unspecified Fund,1,0,12,0,0,12
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,A91 Partners LLP,A91 Partners Fund II,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Alpha Wave Global LP,Alpha Wave Global LP - Unspecified Fund,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Innoven Capital India Pvt Ltd,InnoVen Capital- Unspecified Fund,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Stride Ventures,Stride Ventures India Fund II,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Undisclosed Firm,Undisclosed Fund,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Undisclosed Firm,Undisclosed Fund,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2022-04-19,4,Expansion,Undisclosed Firm,Undisclosed Fund,7,0,47,0,0,47
Vogueme Technologies Pvt Ltd,India,Technology,2023-12-18,5,Acquisition,Bluestone Equity Partners,"Bluestone Capital I, L.P.",0,0,0,0,0,0
Vogueme Technologies Pvt Ltd,India,Technology,2024-07-01,6,Acquisition,"Brownsavano Direct Capital Partners, L.P.","Savano Capital Partners III, L.P.",0,0,0,0,0,0
Voiro Technologies Pvt Ltd,India,Technology,2019-03-22,1,Expansion,Zeva Capsol Pvt Ltd,1Crowd Fund,0,0,0,0,0,0
Voiro Technologies Pvt Ltd,India,Technology,2021-03-24,2,Expansion,Mela Ventures,MV Core Tech Fund - I,1,0,2,0,0,2
Voiro Technologies Pvt Ltd,India,Technology,2021-03-24,2,Expansion,Zeva Capsol Pvt Ltd,1Crowd Fund,1,0,2,0,0,2
Vonken Brandtech Pvt Ltd,India,Technology,2022-01-06,1,Expansion,Omphalos Venture Partners LLC,Omphalos Venture Partners - Unspecified Fund,0,0,1,0,0,1
Vonken Brandtech Pvt Ltd,India,Technology,2022-01-06,1,Expansion,Online Potato Consultancy Pvt Ltd,VGangels,0,0,1,0,0,1
Vonken Brandtech Pvt Ltd,India,Technology,2022-01-06,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Vonken Brandtech Pvt Ltd,India,Technology,2022-01-06,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,1,0,0,1
Vonken Brandtech Pvt Ltd,India,Technology,2022-09-13,2,Expansion,Betatron Ltd,Betatron - Unspecified Fund,3,0,10,0,0,10
Vonken Brandtech Pvt Ltd,India,Technology,2022-09-13,2,Expansion,Stellaris Venture Partners,Stellaris Venture Partners  - Unspecified Fund,3,0,10,0,0,10
Vonken Brandtech Pvt Ltd,India,Technology,2022-09-13,2,Expansion,Undisclosed Firm,Undisclosed Fund,3,0,10,0,0,10
Vonken Brandtech Pvt Ltd,India,Technology,2022-09-13,2,Expansion,Y Combinator Management LLC,Y Combinator Management LLC - Unspecified Fund,3,0,10,0,0,10
Voonik Technologies Pvt Ltd,India,Technology,2017-02-09,4,Expansion,Arb Investments Pte Ltd,RB Investment - Unspecified Fund,3,0,6,0,0,6
Voonik Technologies Pvt Ltd,India,Technology,2017-02-09,4,Expansion,Peak Xv Partners,Peak XV Partners - Unspecified Fund,3,0,6,0,0,6
Vortex Engineering Pvt Ltd,India,Technology,2011-12-15,1,Expansion,Aavishkaar Venture Management Services Pvt Ltd,Aavishkaar India II,2,0,7,0,0,7
Vortex Engineering Pvt Ltd,India,Technology,2011-12-15,1,Expansion,Tata Capital Ltd,Tata Capital Innovations Fund,2,0,7,0,0,7
Vortex Engineering Pvt Ltd,India,Technology,2011-12-15,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,7,0,0,7
Vortex Engineering Pvt Ltd,India,Technology,2011-12-15,1,Expansion,Ventureast,VenturEast Life Fund III LLC,2,0,7,0,0,7
Vortex Engineering Pvt Ltd,India,Technology,2012-06-25,2,Acquisition,International Finance Corp,International Finance Corp - Unspecified Fund,3,3,3,0,3,3
Vphrase Analytics Solutions Pvt Ltd,India,Technology,2019-08-21,2,Expansion,Alpha Wave Global LP,Alpha Wave Global LP - Unspecified Fund,1,0,2,0,0,2
Vphrase Analytics Solutions Pvt Ltd,India,Technology,2019-08-21,2,Expansion,Centre For Innovation Incubation & entrepreneurship,Bharat Innovation Fund,1,0,2,0,0,2
Vridhi Finserv Home Finance Ltd,India,Financials,2023-10-30,1,Acquisition,Elevation Capital,Elevation Capital Fund VIII,0,0,0,0,18,18
Vridhi Finserv Home Finance Ltd,India,Financials,2024-10-29,2,Acquisition,Elevation Capital,Elevation Capital Fund VIII,18,0,37,0,0,37
Vridhi Finserv Home Finance Ltd,India,Financials,2024-10-29,2,Acquisition,Norwest Venture Partners,Norwest Venture Partners - Unspecified Fund,18,0,37,0,0,37
Vrienden Tech Private Ltd,India,Technology,2022-09-17,1,Expansion,Sun Venture Homes Pte Ltd,Sun Venture Private Equity - Unspecified Fund,0,0,0,0,0,0
Vrienden Tech Private Ltd,India,Technology,2022-09-17,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vrienden Tech Private Ltd,India,Technology,2022-09-17,1,Expansion,Undisclosed Firm,Undisclosed Fund,0,0,0,0,0,0
Vrihis Properties Pvt Ltd,India,Consumer Non-Cyclicals,2020-07-13,1,Acquisition for Expansion,Brookfield Asset Management Inc,Brookfield Asset Management - Unspecified Fund,65,0,65,0,65,65
Vriti Infocom Pvt  Ltd,India,Academic & Educational Services,2010-08-24,2,Expansion,Intel Capital Corp,Intel Capital India Technology Fund,3,0,5,0,0,5
Vriti Infocom Pvt  Ltd,India,Academic & Educational Services,2010-08-24,2,Expansion,JAFCO Investment (Asia Pacific) Ltd,JAFCO Investment - Unspecified Fund,3,0,5,0,0,5
VRL Logistics Ltd,India,Industrials,2012-04-21,1,Acquisition,New Silk Route Partners LLC,New Silk Route Partners LLC - Unspecified Fund,34,34,34,0,34,34
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,Gruhas Proptech LLP,Gruhas Proptech LLP - Unspecified Fund,2,0,10,0,0,10
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,NB Ventures Ltd,NB Ventures Ltd - Unspecified Fund,2,0,10,0,0,10
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,10,0,0,10
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,10,0,0,10
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,10,0,0,10
VRO Hospitality,India,Consumer Cyclicals,2024-01-03,1,Expansion,Undisclosed Firm,Undisclosed Fund,2,0,10,0,0,10
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Agility Ventures Pvt Ltd,Agility Ventures Pvt Ltd - Unspecified Fund,0,0,0,0,0,0
Vryly Ventures Pvt Ltd,India,Consumer Cyclicals,2022-10-14,1,Expansion,Chennai Angels,"Chennai Angels, The",0,0,0,0,0,0
