"company","total_deals","total_investment","avg_deal_size","first_investment","last_investment"
"Residential Complex, Manchirevula - Hyderabad",1,7,7,2007,2007
"Sai Security Printers Pvt Ltd",1,7,7,2012,2012
"Sreyas Holistic Remedies Pvt Ltd",3,7,2.33333333333333,2014,2023
"Sustainable Agro-Commercial Finance Ltd",1,7,7,2015,2015
"TMA Hospitality Services Pvt Ltd",1,7,7,2012,2012
"Universal Training Solutions Pvt Ltd",1,7,7,2011,2011
"Valor Innovations Pvt Ltd",7,7,1,2022,2022
"Vienova Education Pvt Ltd",2,7,3.5,2011,2012
"4Basecare Genomics Pvt Ltd",3,6,2,2024,2024
"AV Financial Experts Network Pvt Ltd",1,6,6,2024,2024
"Abhay Cotex Pvt Ltd",1,6,6,2011,2011
"Abita Innovations Pvt Ltd",3,6,2,2024,2024
"Ace Turtle Pte Ltd",3,6,2,2017,2017
"Actartly Technology Pvt Ltd",7,6,0.857142857142857,2024,2024
"Agile Financial Technologies Pvt Ltd",1,6,6,2011,2011
"Agile Parking Solutions Pvt Ltd",2,6,3,2021,2021
"Aqgromalin Farmtech Services Pvt Ltd",3,6,2,2022,2022
"Aquaexchange Agritech Pvt Ltd",3,6,2,2024,2024
"Arinna Lifesciences Pvt Ltd",1,6,6,2015,2015
"Arthan Finance Pvt Ltd",2,6,3,2024,2024
"Arvind Smartspaces Ltd",2,6,3,2021,2021
"Asiaville Interactive Pvt Ltd",2,6,3,2024,2024
"Aujas Cybersecurity Limited",3,6,2,2013,2013
"Ayekart Fintech",3,6,2,2024,2024
"B.LAB Pvt Ltd",2,6,3,2013,2013
"Bendable Technology Solutions Pvt Ltd",4,6,1.5,2024,2024
"Bharat Financial Inclusion Ltd",2,6,3,2012,2013
"Bharat Fritz Werner Ltd",2,6,3,2005,2005
"BiofuelCircle Pvt Ltd",3,6,2,2024,2024
"Bloombay Enterprises Pvt Ltd",2,6,3,2021,2021
"Bonito Designs Pvt Ltd",1,6,6,2019,2019
"Brainvisa Technologies Pvt., Ltd.",1,6,6,2005,2005
"Canvera Digital Technologies Pvt Ltd",3,6,2,2012,2012
"Career Stack Innovation Pvt Ltd",6,6,1,2017,2017
"Celebrity Fashions Pvt. Ltd.",1,6,6,2005,2005
"Connectm Technology Solutions",2,6,3,2007,2007
"Convin",6,6,1,2024,2024
"Creanovation Technologies Pvt Ltd",6,6,1,2024,2024
"Daawat Foods Ltd",2,6,3,2009,2009
"DealsandYou.com",1,6,6,2011,2011
"Dice Enterprises Pvt Ltd",2,6,3,2024,2024
"Drums Food International Pvt Ltd",4,6,1.5,2016,2022
"ELGI Equipments Ltd",2,6,3,2015,2019
"Elbee Express Pvt Ltd",2,6,3,2008,2008
"Electorq Technologies Pvt Ltd",6,6,1,2023,2023
"Emiza Supply Chain Services Pvt Ltd",3,6,2,2022,2022
"Ess Dee Aluminium Ltd",2,6,3,2007,2011
"Evato Technology Pvt Ltd",2,6,3,2021,2021
"Extrapolate Advisors Pvt Ltd",14,6,0.428571428571429,2022,2023
"Eyestem Research Pvt Ltd",6,6,1,2022,2022
"Fable Street Lifestyle Solutions Pvt Ltd",3,6,2,2022,2022
"Fame India Ltd",3,6,2,2005,2010
"Flickstree Productions Pvt Ltd",3,6,2,2022,2022
"Flolearning Solutions Pvt Ltd",3,6,2,2021,2021
"Futuretek Commerce Pvt Ltd",6,6,1,2024,2024
"GPT Infraprojects Ltd",1,6,6,2010,2010
"Gensol Consultants Pvt Ltd",1,6,6,2010,2010
"Glenmark Pharmaceuticals, Ltd.",2,6,3,2005,2005
"Gramcover Insurance Brokers Pvt Ltd",10,6,0.6,2020,2021
"Grey Swift Pvt Ltd",4,6,1.5,2021,2022
"Grip Invest Advisors Pvt Ltd",12,6,0.5,2023,2024
"Happytizers Pvt Ltd",1,6,6,2023,2023
"Imagine Healthfin Pvt Ltd",4,6,1.5,2024,2024
"Ion Energy Inc",6,6,1,2021,2021
"Juspay Technologies Pvt Ltd",1,6,6,2016,2016
"LCGM Technologies Pvt Ltd",2,6,3,2024,2024
"LIC Housing Finance Ltd",1,6,6,2009,2009
"Lagom Labs Pvt Ltd",3,6,2,2021,2021
"Les Transformations Learning Pvt Ltd",14,6,0.428571428571429,2022,2024
"Lithasa Technologies Pvt Ltd",2,6,3,2020,2020
"Lithium Urban Technologies Pvt Ltd",7,6,0.857142857142857,2019,2022
"Luxeva India Pvt Ltd",6,6,1,2018,2018
"Magiclane Inc",3,6,2,2020,2020
"Magicrete Building Solutions Pvt Ltd",3,6,2,2013,2023
"Marut Dronetech Prvt Ltd",1,6,6,2024,2024
"Meditrina Hospitals Pvt Ltd",1,6,6,2013,2013
"Metafin Cleantech Finance Pvt Ltd",4,6,1.5,2022,2024
"Micro Housing Finance Corp Ltd",3,6,2,2013,2013
"MindCrescent Wellness Ventures Pvt Ltd",2,6,3,2024,2024
"Mistral Software Pvt Ltd",2,6,3,2008,2008
"Moods Hospitality Pvt Ltd",1,6,6,2006,2006
"Mufin Finance",1,6,6,2022,2022
"MyScoot Tech Pvt Ltd",3,6,2,2024,2024
"OVUM Hospitals Pvt. Ltd.",3,6,2,2016,2017
"OncoStem Diagnostics Pvt Ltd",2,6,3,2011,2017
"Our Food Pvt Ltd",3,6,2,2022,2022
"Palred Technologies Ltd",1,6,6,2005,2005
"Pineyards Solutions Pvt Ltd",3,6,2,2023,2023
"Pressmart Media Ltd",2,6,3,2008,2008
"Qunu Labs Pvt Ltd",6,6,1,2022,2023
"RBL Finserve Ltd",2,6,3,2010,2010
"Recreations Lab Pvt Ltd",2,6,3,2024,2024
"Royal Orchid Hotels",1,6,6,2005,2005
"Ruparel Orion Project",1,6,6,2012,2012
"Sadguru Healthcare Services Pvt Ltd",1,6,6,2016,2016
"Siddhi Vinayak Agri Processing Pvt Ltd",3,6,2,2015,2016
"Sleepy Owl Cold Brew Coffee LLP",2,6,3,2021,2021
"Smart Joules Pvt Ltd",6,6,1,2021,2021
"Smartcoin Financials Pvt Ltd",7,6,0.857142857142857,2020,2021
"Stay Vista Pvt Ltd",7,6,0.857142857142857,2021,2022
"Sukino Healthcare Solutions Pvt Ltd",1,6,6,2023,2023
"Tartan Aerial Sense Pvt Ltd",8,6,0.75,2019,2021
"Teaxpress Pvt Ltd",5,6,1.2,2017,2019
"Uengage Services Pvt Ltd",3,6,2,2022,2024
"Valuefirst Digital Media Pvt Ltd",2,6,3,2009,2009
"Vecmocon Technologies Pvt Ltd",3,6,2,2022,2022
"Vivoiz Healthcare Pvt Ltd",4,6,1.5,2021,2021
"Voonik Technologies Pvt Ltd",3,6,2,2016,2017
"Vriti Infocom Pvt  Ltd",2,6,3,2010,2010
"Wellspring Healthcare Pvt Ltd",5,6,1.2,2011,2013
"White Owl Brewery Pvt Ltd",2,6,3,2019,2019
"Zestiot Technologies Pvt Ltd",3,6,2,2022,2023
"Zyngo Ev Mobility Pvt Ltd",2,6,3,2023,2023
"e2E Group",2,6,3,2012,2012
"A2 Media Pvt Ltd",1,5,5,2011,2011
"AIA Engineering Ltd",2,5,2.5,2010,2011
"Aban Offshore Ltd",1,5,5,2012,2012
"Abee Research Labs Pvt. Ltd",5,5,1,2023,2023
"Agrihawk Technologies Pvt Ltd",5,5,1,2024,2024
"Aizant Drug Research Solutions Pvt Ltd",1,5,5,2011,2011
"Alpha City, OMR Road, Chennai",1,5,5,2006,2006
"Amara Raja Batteries Ltd",1,5,5,2011,2011
"Anjan Drug Pvt Ltd",1,5,5,2009,2009
"Arohan Financial Services Ltd",6,5,0.833333333333333,2008,2018
"Aspire Human Capital Management Pvt Ltd",3,5,1.66666666666667,2010,2011
"Awidit Systems Pvt Ltd",5,5,1,2022,2022
"Bangalore Retreat, Devenhalli, Bangalore",1,5,5,2006,2006
"Boutique Spirit Brands Pvt Ltd",5,5,1,2021,2021
"Brattle Foods Pvt Ltd",1,5,5,2012,2012
"Buildwealth Technologies Pvt Ltd",5,5,1,2022,2022
"Caravel Logistics Pvt Ltd",1,5,5,2009,2009
"Carz India",1,5,5,2011,2011
"Chakpak.com",2,5,2.5,2008,2008
"Clootrack Software Labs Pvt Ltd",5,5,1,2021,2021
"Commercial Project, Nanakramguda - Hyderabad",1,5,5,2007,2007
"Deepsync Technologies Pvt Ltd",5,5,1,2024,2024
"Dimension Nxg Pvt Ltd",13,5,0.384615384615385,2020,2022
"EBS Worldwide Services Ltd",1,5,5,2006,2006
"EF Polymer Pvt Ltd",5,5,1,2023,2023
"Easebuzz Pvt Ltd",5,5,1,2021,2021
"Eko India Financial Services Private Ltd",3,5,1.66666666666667,2011,2011
"Enhance Aesthetic & Cosmetic Studio Pvt Ltd",1,5,5,2012,2012
"Everywhere AS A Service P. Ltd",5,5,1,2024,2024
"Fashor Lifestyle Pvt Ltd",1,5,5,2024,2024
"Finarkein Analytics Pvt Ltd",5,5,1,2024,2024
"Flive Consulting Pvt Ltd",9,5,0.555555555555556,2023,2024
"Goli Vada Pav Pvt Ltd",1,5,5,2011,2011
"Grano69 Beverages Pvt Ltd",22,5,0.227272727272727,2023,2024
"Habitat Ventures - Bangalore Residential Project",1,5,5,2013,2013
"Hansa Customer Equity Pvt Ltd",1,5,5,2015,2015
"Hurix Systems Pvt Ltd",1,5,5,2007,2007
"IMP Powers, Ltd.",1,5,5,2007,2007
"Ims Learning Resources Pvt Ltd",1,5,5,2009,2009
"Indusface Pvt Ltd",1,5,5,2020,2020
"Innovative Lifestyle Technology Pvt Ltd",5,5,1,2024,2024
"Intelligencenode Consulting Pvt Ltd",5,5,1,2017,2019
"Justo Realfintech Pvt Ltd",1,5,5,2024,2024
"KDDL Ltd",1,5,5,2015,2015
"Kythub Technologies Pvt Ltd",5,5,1,2021,2021
"Lazarus Hospitals Pvt Ltd",1,5,5,2013,2013
"Manastu Space Technologies Pvt Ltd",15,5,0.333333333333333,2023,2023
"Maverix Platforms Pvt Ltd",12,5,0.416666666666667,2018,2021
"Maxbyte Technologies Pvt Ltd",1,5,5,2023,2023
"Metro Telworks Ltd",1,5,5,2010,2010
"Mimansa Industries Pvt Ltd",1,5,5,2022,2022
"Monarch Innovative Technologies Pvt Ltd",1,5,5,2010,2010
"NSL Renewable Power Pvt Ltd",1,5,5,2013,2013
"Naffa Innovations Pvt Ltd",5,5,1,2018,2018
"Neemans Pvt Ltd",6,5,0.833333333333333,2021,2022
"Network Intelligence (India) Pvt Ltd",1,5,5,2018,2018
"Omnia Information Pvt Ltd",5,5,1,2022,2022
"Panacea Biotec Ltd",1,5,5,2019,2019
"Pandorum Technologies Pvt Ltd",5,5,1,2018,2018
"Proptiger.com",1,5,5,2014,2014
"R For Rabbit Baby Products Pvt Ltd",1,5,5,2021,2021
"Red Fox Hotel",2,5,2.5,2008,2009
"Reliable Autotech Pvt Ltd",1,5,5,2007,2007
"Relisys Medical Devices Ltd",1,5,5,2015,2015
"Residential Projects, Alibaug - Mumbai",1,5,5,2007,2007
"Ruparel Realty Redevelopment Project",1,5,5,2013,2013
"Saarthi Pedagogy Pvt Ltd",8,5,0.625,2021,2023
"Sea Turtle Pvt Ltd",9,5,0.555555555555556,2021,2023
"Securens Systems Pvt Ltd",2,5,2.5,2016,2016
"Silveredge Technologies Pvt Ltd",1,5,5,2019,2019
"Spykar Lifestyle Pvt  Ltd",1,5,5,2007,2007
"Supreme Infrastructure India Ltd",1,5,5,2012,2012
"Unibic Biscuits India Pvt Ltd",1,5,5,2007,2007
"VKS Farms Pvt Ltd",1,5,5,2011,2011
"Vision Heights, Ltd.",1,5,5,2011,2011
"Vitraya Technologies Pvt Ltd",5,5,1,2023,2023
"WeVOIS Labs Pvt Ltd",5,5,1,2023,2023
"Zoff Pvt Ltd",2,5,2.5,2023,2024
"247 Learning Solutions Pvt  Ltd (Aka  24x7 Learning)",1,4,4,2007,2007
"99 Algorithms Pvt Ltd",4,4,1,2020,2020
"Accutest Research Lab I Pvt Ltd",2,4,2,2006,2010
"Aerchain",2,4,2,2021,2021
"Aham Housing Finance Private Ltd",1,4,4,2023,2023
"Airpay Payment Services Pvt Ltd",1,4,4,2017,2017
"Alok Industries Ltd",1,4,4,2012,2012
"Altus Learning Pvt Ltd",1,4,4,2012,2012
"Arch Pharmalabs Ltd",3,4,1.33333333333333,2005,2006
"Arthimpact Digital Loans Private Ltd",4,4,1,2022,2022
"Assembly",4,4,1,2024,2024
"Assert Ai",4,4,1,2024,2024
"Aurogreen Health Pvt Ltd",7,4,0.571428571428571,2021,2021
"BLS International Services Ltd",1,4,4,2022,2022
"Bioneeds India Pvt Ltd",1,4,4,2015,2015
"Bizcon Fintech Labs Pvt Ltd",2,4,2,2024,2024
"Bliss Inns Pvt Ltd",2,4,2,2017,2017
"Calorx Education Company Pvt Ltd",1,4,4,2012,2012
"CarwaleCom",5,4,0.8,2006,2008
"Casa Grande",1,4,4,2013,2013
"Catbus Infolabs Pvt Ltd",10,4,0.4,2019,2021
"Cellprop Pvt Ltd",7,4,0.571428571428571,2020,2021
"Claimbuddy Technologies Pvt Ltd",4,4,1,2024,2024
"Collateral Medical Pvt Ltd",2,4,2,2017,2023
"Conzumex Industries Pvt Ltd",2,4,2,2020,2020
"Cravatex Brands Ltd",1,4,4,2020,2020
"Cure & Care Wellness Pvt Ltd",4,4,1,2022,2022
"CustomerXPs Software Pvt Ltd",1,4,4,2011,2011
"DCDC Health Services Pvt Ltd",2,4,2,2014,2024
"Daalchini Technologies Pvt Ltd",4,4,1,2022,2022
"Daffodil Health",2,4,2,2024,2024
"DesignX Studio",2,4,2,2022,2024
"Dr Jackfruit India Pvt Ltd",2,4,2,2023,2024
"ESDS Software Solution Ltd",1,4,4,2015,2015
"Educational Initiatives Pvt Ltd",4,4,1,2008,2008
"Exit10 Marketing Pvt Ltd",4,4,1,2016,2016
"Fitternity Health E-solution Pvt Ltd",3,4,1.33333333333333,2019,2019
"Flexmoney Technologies Pvt Ltd",4,4,1,2021,2021
"Gati Kausar India Ltd",4,4,1,2014,2021
"Getclarity Fintech Services Pvt Ltd",2,4,2,2024,2024
"Go Desi Mandi Pvt Ltd",4,4,1,2024,2024
"Green Agrevolution Pvt Ltd",3,4,1.33333333333333,2019,2019
"Hbits Proptech Pvt Ltd",4,4,1,2022,2022
"Helena Edtech Pvt Ltd",4,4,1,2023,2023
"Huviair Technologies Pvt Ltd",4,4,1,2022,2022
"Ikayu Foodlabs Pvt Ltd",6,4,0.666666666666667,2024,2024
"Incredible Technologies Pvt Ltd",11,4,0.363636363636364,2019,2021
"Informds Technologies Pvt Ltd",4,4,1,2019,2019
"Inphlox Water Systems Pvt Ltd",4,4,1,2024,2024
"International Oncology Services Pvt Ltd",1,4,4,2012,2012
"Intugine Technologies Pvt Ltd",4,4,1,2022,2022
"Jm Financial Group",1,4,4,2012,2012
"Josh Talks Pvt Ltd",4,4,1,2022,2022
"Kamat Hotels (India) Ltd",1,4,4,2013,2013
"Kofluence Tech LLP",1,4,4,2024,2024
"Kuzagan Technologies Pvt Ltd",10,4,0.4,2020,2022
"Lavelle Networks Pvt Ltd",4,4,1,2019,2019
"Lifebox Technologies Pvt Ltd",4,4,1,2024,2024
"Localbuy Technologies Pvt Ltd",6,4,0.666666666666667,2024,2024
"Loylty Rewardz Management Pvt Ltd",2,4,2,2011,2013
"Medkart Pharmacy Pvt Ltd",4,4,1,2021,2021
"Merittrac",1,4,4,2005,2005
"Minglebox Communications Pvt  Ltd",1,4,4,2008,2008
"Mudra Lifestyle, Ltd.",2,4,2,2007,2007
"Mycelium Technologies Pvt Ltd & Mycelium Inc",4,4,1,2021,2021
"Navashya Consumer Products Pvt Ltd",8,4,0.5,2020,2022
"Neewee Analytics",2,4,2,2019,2019
"Net Avenue Tech Pvt Ltd",2,4,2,2012,2012
"Nexstem India Pvt Ltd",4,4,1,2024,2024
"Nueclear Healthcare Ltd",1,4,4,2013,2013
"OSlabs Pte Ltd",4,4,1,2019,2019
"Octopolis Technologies Pvt Ltd",2,4,2,2024,2024
"Omnibrx Biotechnologies Pvt Ltd",1,4,4,2023,2023
"Ooh Media India Pvt Ltd (Aka  Out Of Home Media Pvt Ltd)",1,4,4,2007,2007
"Opendoors Fintech Pvt Ltd",2,4,2,2018,2021
"Pelican Affordable Housing Pvt Ltd",1,4,4,2010,2010
"Phi Commerce Pvt Ltd",1,4,4,2021,2021
"Probus Smart Things Pvt Ltd",9,4,0.444444444444444,2021,2023
"Propertyshare Online Platform Pvt Ltd",4,4,1,2019,2019
"R-Indventures Pvt Ltd",2,4,2,2023,2023
"RAS Beauty Pvt Ltd",3,4,1.33333333333333,2022,2023
"RBJ Technologies Pvt Ltd",3,4,1.33333333333333,2018,2018
"Rajaji Nagar Realty Project",1,4,4,2012,2012
"Redcarpet Tech Pvt Ltd",3,4,1.33333333333333,2019,2019
"Redcliffe Hygiene Pvt Ltd",1,4,4,2019,2019
"Retranz Infolabs Pvt Ltd",2,4,2,2021,2021
"Rubanbridge Pvt Ltd",10,4,0.4,2021,2023
"Saija Finance Pvt Ltd",2,4,2,2012,2012
"Searchlight Health Pvt Ltd",1,4,4,2009,2009
"Sequretek It Solutions Pvt Ltd",6,4,0.666666666666667,2017,2018
"Shambhu Technologies Pvt Ltd",4,4,1,2024,2024
"Shield Healthcare Pvt Ltd",1,4,4,2013,2013
"Shipskart Marine Pvt Ltd",4,4,1,2022,2022
"Sirona Hygiene Pvt Ltd",5,4,0.8,2019,2021
"Smile Sales Pvt Ltd",1,4,4,2011,2011
"Sort India Enviro Solutions Ltd",1,4,4,2015,2015
"Stupa Sports Analytics Pvt Ltd",2,4,2,2024,2024
"Summersalt Lifestyle Pvt Ltd",5,4,0.8,2021,2023
"Tapits Technologies Pvt Ltd",1,4,4,2020,2020
"The Mainstreet Marketplace",6,4,0.666666666666667,2022,2023
"Titagarh Wagons, Ltd.",2,4,2,2006,2008
"Todays Healthcare India Pvt Ltd",1,4,4,2014,2014
"Toprankers Edtech Solutions Pvt Ltd",1,4,4,2022,2022
"Tripoto Travel Pvt Ltd",4,4,1,2019,2019
"Undo World Pvt Ltd",2,4,2,2024,2024
"Uneecops Workplace Solutions Pvt Ltd",2,4,2,2022,2022
"UrbanKisaan Farms Pvt Ltd",2,4,2,2021,2024
"Value & Budget Housing Corp Pvt Ltd",1,4,4,2010,2010
"Valueplus Technologies Pvt Ltd",4,4,1,2022,2022
"Varashakti Housing Finance Ltd",1,4,4,2023,2023
"Verse Innovation Pvt Ltd",4,4,1,2009,2021
"VitusCare Medlife Pvt Ltd",4,4,1,2024,2024
"Waterlife India Pvt Ltd",2,4,2,2009,2011
"Wellthy Therapeutics Pvt Ltd",1,4,4,2020,2020
"Wify Technologies Pvt Ltd",4,4,1,2024,2024
"Wudstay Travels Pvt Ltd",2,4,2,2015,2015
"Wunderbaked Technologies Pvt Ltd",4,4,1,2021,2021
"XCyton Diagnostics Pvt Ltd",2,4,2,2011,2011
"Zenith Drinks Pvt Ltd",4,4,1,2021,2021
"Zyla Health Pvt Ltd",8,4,0.5,2022,2023
"Aahaa Stores Pvt Ltd",2,3,1.5,2017,2018
"Advergame Technologies Pvt Ltd",3,3,1,2020,2020
"Agnit Semiconductors Pvt Ltd",3,3,1,2024,2024
"Airblack Technologies Pvt Ltd",3,3,1,2023,2023
"Airbound International Inc",3,3,1,2024,2024
"Altran Solutions India Pvt Ltd",3,3,1,2006,2006
"Amishi Consumer Technologies Pvt Ltd",3,3,1,2020,2020
"Apidc Biotechnology Venture Fund",1,3,3,2005,2005
"Arman Financial Services Ltd",1,3,3,2011,2011
"Atyati Technologies Pvt Ltd",2,3,1.5,2008,2011
"Baldor Technologies Pvt Ltd",4,3,0.75,2015,2018
"Be Well Hospitals Pvt Ltd",2,3,1.5,2015,2019
"BestDoc Technology Pvt Ltd",3,3,1,2020,2020
"Biz Hero India Pvt Ltd",16,3,0.1875,2022,2024
"BookingJini Labs Private Ltd",3,3,1,2021,2024
"CBREX Technologies Pvt Ltd",1,3,3,2022,2022
"Cellcast Asia Holdings",2,3,1.5,2011,2011
"Chakr Innovation Pvt Ltd",4,3,0.75,2019,2021
"Cleartrust Saas",3,3,1,2024,2024
"Codigami Technologies Pvt Ltd",1,3,3,2015,2015
"Core Education & Technologies Ltd",1,3,3,2012,2012
"Dermacy Healthcare Pvt Ltd",3,3,1,2019,2019
"Dharaksha Ecosolutions Pvt Ltd",1,3,3,2024,2024
"Direct Logistics India Pvt Ltd",1,3,3,2006,2006
"Disha Medical Services",3,3,1,2019,2019
"E-Revbay Pvt Ltd",3,3,1,2024,2024
"Ekanek Networks Pvt Ltd",1,3,3,2024,2024
"Elysium Labs Pvt Ltd",3,3,1,2020,2020
"Everonn Education Ltd",4,3,0.75,2006,2008
"Fastsurance Consultants Pvt Ltd",2,3,1.5,2022,2022
"Fingerprints Fashions Pvt., Ltd.",1,3,3,2011,2011
"FoodVista India Pvt Ltd",7,3,0.428571428571429,2019,2020
"Fourth Partner Energy Pvt Ltd",9,3,0.333333333333333,2014,2022
"Freyr Energy Services Pvt Ltd",3,3,1,2021,2021
"Fulford India Ltd",1,3,3,2006,2006
"Gala Precision Technology Ltd",1,3,3,2005,2005
"General Aeronautics Pvt Ltd",3,3,1,2021,2022
"Germin8 Solutions Pvt Ltd",1,3,3,2014,2014
"Goddard Technical Solutions Pvt Ltd",1,3,3,2021,2021
"Good Roots Kitchenware Pvt Ltd",3,3,1,2024,2024
"Hubbler Private Ltd",3,3,1,2022,2022
"Impresa Hospitality Management Pvt Ltd",1,3,3,2014,2014
"Indinvoice Tech Solutions Pvt Ltd",3,3,1,2024,2024
"Indo Shell Mould Ltd",1,3,3,2006,2006
"Infilect Technologies Pvt Ltd",4,3,0.75,2020,2022
"Insolation Energy Ltd",1,3,3,2023,2023
"Inthree Access Services Pvt Ltd",3,3,1,2018,2018
"Jamna Auto Industries Ltd",1,3,3,2010,2010
"Kanungo Institute of Diabetes Specialities Pvt Ltd",1,3,3,2014,2014
"Khati Solutions Pvt Ltd",1,3,3,2021,2021
"Kiwhode Learning Pvt Ltd",3,3,1,2021,2021
"Kovilambakkam Residential Project",1,3,3,2014,2014
"Krsv Innovative Auto Solutions Pvt Ltd",7,3,0.428571428571429,2021,2022
"Label Corp Pvt Ltd",1,3,3,2017,2017
"Leeway Logistics Ltd",1,3,3,2011,2011
"Lilac Insights Pvt Ltd",1,3,3,2017,2017
"Livnsense Technologies Pvt Ltd",1,3,3,2023,2023
"Lovable Lingerie Ltd",1,3,3,2011,2011
"Luminous Teleinfra Limited",1,3,3,2008,2008
"Lybrate Inc",1,3,3,2017,2017
"Mahaveer Finance India Limited",1,3,3,2021,2021
"Matel",3,3,1,2024,2024
"Metasports Media Pvt Ltd",1,3,3,2022,2022
"MindTree Ltd",6,3,0.5,2008,2012
"MoveInSync Technology Solutions Pvt Ltd",3,3,1,2014,2014
"Mynvax Pvt Ltd",3,3,1,2024,2024
"NIIT Ltd",1,3,3,2009,2009
"Optimized Electrotech Pvt Ltd",10,3,0.3,2021,2023
"Racenergy",3,3,1,2023,2023
"Raptee Energy Pvt Ltd",3,3,1,2023,2023
"Ruralshores Business Services Pvt Ltd",2,3,1.5,2010,2011
"Sahajanand Laser Technology Ltd",2,3,1.5,2007,2008
"Setco Automotive Ltd",1,3,3,2005,2005
"Sewa Grih Rin Ltd",4,3,0.75,2015,2024
"Shendure Digitech Pvt Ltd",3,3,1,2022,2022
"Simyog Technology Pvt Ltd",3,3,1,2023,2023
"Sleep Management Pvt Ltd",3,3,1,2021,2021
"Slick Organics Pvt Ltd",3,3,1,2024,2024
"Sociallending Technologies & Holdings Pvt Ltd",11,3,0.272727272727273,2021,2023
"Spintly Inc",15,3,0.2,2021,2024
"Square Insurance Brokers Pvt Ltd",3,3,1,2024,2024
"Visionary RCM Inc",2,3,1.5,2010,2017
"Wedmegood.com",1,3,3,2019,2019
"Wegot Utility Solutions Pvt Ltd",4,3,0.75,2020,2021
"Wellspring Consumer Pvt Ltd",3,3,1,2024,2024
"Wobot Intelligence Pvt Ltd",1,3,3,2024,2024
"A Little World Pvt  Ltd",1,2,2,2007,2007
"ACB (India) Ltd",2,2,1,2006,2007
"Acculi Labs Pvt Ltd",1,2,2,2024,2024
"Amica Financial Technologies Pvt Ltd",9,2,0.222222222222222,2024,2024
"Apcos Naturals Pvt Ltd",1,2,2,2019,2019
"Apport Software Solutions Pvt Ltd",2,2,1,2021,2021
"Aurus Network Infotech Pvt Ltd",2,2,1,2014,2014
"BASIX Krishi Samruddhi Ltd",1,2,2,2012,2012
"BTB Marketing Pvt Ltd",2,2,2,2013,2014
"Bakers Circle (India) Pvt Ltd",2,2,1,2006,2008
"Ballr Apparels Pvt Ltd",2,2,1,2024,2024
"BioPrime AgriSolutions Pvt Ltd",2,2,1,2022,2022
"Bon Fresh Food Pvt Ltd",2,2,1,2020,2020
"Brain4ce Education Solutions Pvt Ltd",1,2,2,2018,2018
"Caliper Business Solutions Pvt Ltd",1,2,2,2018,2018
"CandyDate Jobs",2,2,1,2011,2013
"Cogos Technologies Pvt Ltd",2,2,1,2021,2021
"Cybrilla Technologies Pvt Ltd",2,2,1,2022,2022
"Dagrowave Agscience Pvt Ltd Co",2,2,1,2022,2022
"Deepti Electronics and Electro Optics Pvt Ltd",1,2,2,2007,2007
"Deftouch Interactive Art Pvt Ltd",10,2,0.2,2021,2024
"Deliveryontime Logistics Pvt Ltd",2,2,1,2020,2020
"DesiCrew Solutions Pvt Ltd",2,2,1,2012,2012
"Dexetra SS Ltd",2,2,1,2013,2013
"Dial 1298 For Ambulance",1,2,2,2007,2007
"Doppelio Technologies Pvt. Ltd",2,2,1,2023,2023
"Duke Corporation Ltd",1,2,2,2007,2007
"Easyrewardz Software Services Pvt Ltd",2,2,1,2017,2017
"Ecolibrium Energy Pvt Ltd",4,2,0.5,2013,2013
"Enhaz Beverages Pvt Ltd",1,2,2,2024,2024
"Ethereal Machines Pvt Ltd",2,2,1,2019,2019
"Financial Services  Co",1,2,2,2008,2008
"Forbidden Foods Pvt Ltd",1,2,2,2022,2022
"Fresh From Farm",2,2,1,2024,2024
"Freshokartz Agri Products Pvt Ltd",8,2,0.25,2020,2023
"GSS Infotech Ltd",4,2,0.5,2008,2013
"Giskard Datatech Private Ltd",1,2,2,2022,2022
"Global Outlook Pvt Ltd",1,2,2,2012,2012
"HMS InfoTech Pvt Ltd",7,2,0.285714285714286,2011,2014
"I-Nurture Education Solutions Pvt Ltd",2,2,1,2009,2020
"IG Drones",2,2,1,2024,2024
"Imarticus Learning Pvt Ltd",1,2,2,2018,2018
"Indoco Remedies Ltd",1,2,2,2013,2013
"Innoventive Industries Ltd",3,2,0.666666666666667,2011,2012
"Innovis Telecom Services Pvt Ltd",3,2,0.666666666666667,2010,2011
"Insta Health Solutions Pvt  Ltd",3,2,0.666666666666667,2009,2009
"Intelligent Industrial Internet Systems Pvt Ltd",2,2,1,2020,2020
"Jaldhara Technologies Pvt Ltd",1,2,2,2011,2011
"JiGrahak Mobility Solutions Pvt Ltd",1,2,2,2006,2006
"Just4kids Services Pvt Ltd",3,2,0.666666666666667,2012,2016
"KMC Infratech, Ltd.",1,2,2,2011,2011
"Karadi Path Education Company Pvt Ltd",3,2,0.666666666666667,2012,2015
"Kenrise Media Pvt Ltd",2,2,1,2023,2023
"Kerns Aeroproducts Pvt Ltd",1,2,2,2009,2009
"Kinetic Engineering Ltd",2,2,1,2009,2009
"Kites Senior Care",1,2,2,2023,2023
"Latticebridge Infotech Pvt  Ltd",2,2,1,2008,2008
"Lemon Learn eServices Pvt Ltd",1,2,2,2012,2012
"Lok Housing and Constructions Ltd",1,2,2,2006,2006
"Mast Kalandar",4,2,0.5,2008,2010
"Mcarbon Tech Innovation Pvt Ltd",2,2,1,2009,2011
