"company","total_deals","total_investment","avg_deal_size","first_investment","last_investment"
"Mahindra Hinoday Industries",1,0,0,2007,2007
"Mahindra Last Mile Mobility Ltd",2,0,0,2023,2024
"Mahindra Susten Pvt Ltd",1,0,0,2022,2022
"Mahindra Teqo Private Ltd",1,0,0,2023,2023
"Mahindra Two Wheelers Limited",2,0,0,2014,2015
"MakersLoft Pvt Ltd",1,0,0,2022,2022
"Man Infraconstruction Pvt., Ltd.",2,0,0,2008,2009
"Mankind Pharma Ltd",1,0,0,2015,2015
"Mape Advisory Group Private Ltd",1,0,0,2008,2008
"Marketstrat Business Solutions Pvt Ltd",7,0,0,2023,2023
"Mars Restaurants Pvt., Ltd.",1,0,0,2005,2005
"Marudhar Rocks International Pvt Ltd",1,0,0,2024,2024
"Mascon Global Ltd",1,0,0,2008,2008
"Matchlog Solutions Pvt Ltd",5,0,0,2024,2024
"Max India Ltd",1,0,0,2016,2016
"Mchek India Payment Systems Pvt Ltd",2,0,0,2009,2009
"Mcnally Sayaji Engineering Ltd",3,0,0,2013,2013
"MedPlus Health Services Ltd",1,0,0,2017,2017
"MedPrime Technologies Pvt Ltd",6,0,0,2021,2021
"MediaE2E",2,0,0,2008,2008
"MediaMint",2,0,0,2023,2023
"Medism Vr Inc",3,0,0,2022,2022
"Medreich Sterilab Ltd",1,0,0,2005,2005
"Medvital Healthcare India Private Ltd",9,0,0,2024,2024
"Medway Technologies Pvt Ltd",1,0,0,2024,2024
"Meghmani Finechem Ltd",1,0,0,2008,2008
"Mehta Frozen Foods Carriers Pvt Ltd",1,0,0,2012,2012
"Mentoria Pvt Ltd",4,0,0,2021,2021
"Metawing Technologies Inc",1,0,0,2022,2022
"Metroplots Pvt Ltd",3,0,0,2010,2012
"Mg Motor India Private Ltd",1,0,0,2024,2024
"Miclient Pvt Ltd",9,0,0,2023,2024
"Micro Life Sciences Pvt Ltd",1,0,0,2022,2022
"Micro Plastics Pvt Ltd",4,0,0,2021,2023
"Mighty Steps Pvt Ltd",14,0,0,2021,2022
"Miles Software Solutions Pvt Ltd",3,0,0,2008,2014
"Millenia Properties Hyderabad Project",1,0,0,2012,2012
"Milltec Machinery Ltd",1,0,0,2013,2013
"Mind Edutainment Pvt Ltd",2,0,0,2012,2012
"Minda Industries Ltd",2,0,0,2010,2010
"Mindeed Technologies & Services Pvt Ltd",3,0,0,2024,2024
"Mitsubishi Chemical India Pvt. Ltd. - PTA Business",1,0,0,2016,2016
"Mobile Motion Technologies Pvt Ltd",2,0,0,2014,2014
"Mobilestore Ltd",1,0,0,2010,2010
"Mobiusworks Pvt Ltd",4,0,0,2022,2022
"Modenik Lifestyle Pvt Ltd",2,0,0,2017,2019
"Modern Food Enterprises Pvt Ltd",1,0,0,2015,2015
"Modish Tractoraurkisan Pvt Ltd",5,0,0,2023,2023
"Momark Services Pvt Ltd",2,0,0,2016,2016
"Momoe Technologies Pvt Ltd",3,0,0,2015,2015
"Moneyclub Technologies Pvt Ltd",14,0,0,2020,2023
"Monkhood Living Solutions Pvt Ltd",1,0,0,2023,2023
"Monsoon Credittech Private Ltd",3,0,0,2022,2022
"Mopp Foods Pvt Ltd",1,0,0,2023,2023
"Morepen Laboratories Ltd",1,0,0,2007,2007
"Moshe'S Fine Foods Pvt Ltd",1,0,0,2013,2013
"Motilal Oswal Home Finance Ltd",1,0,0,2016,2016
"Mudra Communications Pvt Ltd",1,0,0,2011,2011
"Muhavra Enterprises Pvt Ltd",2,0,0,2021,2021
"Mukunda Foods Pvt Ltd",1,0,0,2018,2018
"Mumbai International Airport Ltd",1,0,0,2022,2022
"Mumbai Office Project",1,0,0,2017,2017
"Mushin Innovation Labs Pvt Ltd",1,0,0,2024,2024
"Music Broadcast Ltd",1,0,0,2005,2005
"Muthoot Capital Services Ltd",1,0,0,2021,2021
"Mvs Efarm Pvt Ltd",1,0,0,2011,2011
"My3dselfie Pvt Ltd",2,0,0,2021,2021
"MySmartPrice Web Technology Pvt Ltd",2,0,0,2015,2015
"Mymuse India Pvt Ltd",6,0,0,2024,2024
"Myshaadi.in",2,0,0,2012,2012
"Mytrah Energy India Pvt Ltd",2,0,0,2011,2011
"Myways Life Layouts Pvt Ltd",1,0,0,2023,2023
"N Ranga Rao & Sons Pvt Ltd",1,0,0,2018,2018
"NCP Commercials Pvt Ltd",1,0,0,2019,2019
"NDR Group",1,0,0,2007,2007
"NDR Warehousing Pvt Ltd",3,0,0,2022,2023
"NIRAMAI Health Analytix Pvt Ltd",1,0,0,2021,2021
"NSEIT Ltd",1,0,0,2024,2024
"NSL Wind Power Company (Satara) Pvt Ltd",1,0,0,2012,2012
"Nanosafe Solutions Pvt Ltd",6,0,0,2024,2024
"Napsa Pvt Ltd",5,0,0,2022,2022
"Nasher Miles Pvt Ltd",5,0,0,2024,2024
"Natch Products & Services Pvt Ltd",2,0,0,2023,2023
"Natco Pharma Ltd",1,0,0,2011,2011
"National Bulk Handling Corporation Pvt Ltd",1,0,0,2014,2014
"Nationwide Primary Healthcare Services Pvt Ltd",2,0,0,2013,2017
"Natural Capsules Ltd",3,0,0,2023,2023
"Natureovedic Consumers Private Ltd",2,0,0,2024,2024
"Navars Edutech Pvt Ltd",2,0,0,2021,2022
"Navata Supply Chain Solutions Private Ltd",1,0,0,2024,2024
"Navayuga Quazigund Expressway Pvt Ltd",1,0,0,2022,2022
"Navia Life Care Pvt Ltd",3,0,0,2021,2021
"Navork Innovations Pvt Ltd",4,0,0,2024,2024
"Nawgati Tech Pvt Ltd",2,0,0,2023,2024
"Neo Anurena Tristar Food Products Pvt Ltd",1,0,0,2012,2012
"NeoGrowth Credit Pvt Ltd",1,0,0,2023,2023
"Neonatal Care & Research Institute Pvt Ltd",1,0,0,2016,2016
"Nesa Medtech Pvt Ltd",6,0,0,2023,2023
"Netambit Infosource And E Services Pvt Ltd",1,0,0,2007,2007
"Netrasemi Pvt Ltd",1,0,0,2024,2024
"Netscribes (India) Pvt Ltd",2,0,0,2010,2016
"New Horizon Media Pvt  Ltd",2,0,0,2008,2008
"NewsWire18 Ltd",1,0,0,2012,2012
"Nexttechies Systems Pvt Ltd",1,0,0,2022,2022
"Nexxzeal Technologies Pvt Ltd",2,0,0,2023,2023
"Ngearsafe",1,0,0,2024,2024
"Nicheken Technologies Pvt Ltd",1,0,0,2010,2010
"Nilon's Enterprises Pvt Ltd",1,0,0,2014,2014
"Nirmalaya",5,0,0,2022,2022
"Nirulas Corner House Pvt Ltd",3,0,0,2006,2012
"Niwas Housing Finance",2,0,0,2024,2024
"Noble Plus Online Pvt Ltd",1,0,0,2024,2024
"Noccarc Robotics Pvt Ltd",5,0,0,2024,2024
"Noida Software Tech Park Ltd",1,0,0,2005,2005
"Nov Sara India Pvt Ltd",1,0,0,2011,2011
"Nova Pulse IVF Clinic Pvt Ltd",3,0,0,2019,2023
"Novartis India, Ltd.",1,0,0,2009,2009
"Novix Media Technologies Pvt Ltd",3,0,0,2014,2014
"NowFloats Technologies Pvt Ltd",4,0,0,2017,2017
"Nukleus Office Solutions Pvt Ltd",1,0,0,2024,2024
"Numero Uno Clothing Ltd",1,0,0,2009,2009
"Nutri Being Pvt Ltd",3,0,0,2022,2022
"Nutrifresh Farm Tech India Private Ltd",1,0,0,2023,2023
"Nutritap Technologies Pvt Ltd",5,0,0,2022,2022
"Nutrizoe Nutriifoods Pvt Ltd",1,0,0,2023,2023
"Nxtra Data Ltd",1,0,0,2022,2022
"Nymbleup Solutions Pvt Ltd",1,0,0,2023,2023
"Nysaa Retail Pvt Ltd",1,0,0,2023,2023
"O2 Power Pvt Ltd",6,0,0,2020,2024
"OMH HealthEdge Holdings LLC",5,0,0,2022,2024
"Oakridge International School",1,0,0,2011,2011
"Ocm India Ltd",1,0,0,2006,2006
"Oddessemania Pvt Ltd",1,0,0,2023,2023
"Odrways Solution Pvt Ltd",1,0,0,2022,2022
"Offbeat Developers Pvt Ltd",1,0,0,2021,2021
"Okuloaerospace.Com",4,0,0,2023,2023
"Omaxe Ltd",1,0,0,2022,2022
"Omniactive Health Technologies Ltd",2,0,0,2021,2022
"Omnipresent Robot Technologies Pvt Ltd",3,0,0,2022,2022
"OneDios Services Pvt Ltd",2,0,0,2023,2023
"Oneistox Inc",5,0,0,2023,2023
"Onelife Nutriscience Pvt Ltd",2,0,0,2021,2021
"OnlineSales Inc",3,0,0,2020,2020
"Oodadu Technology Pvt Ltd",6,0,0,2023,2023
"Opcommerce Online Pvt Ltd",1,0,0,2018,2018
"Optimus Drugs Pvt Ltd",3,0,0,2022,2022
"Orange Powergen Pvt Ltd",1,0,0,2014,2014
"Orange Retail Finance India Pvt Ltd",1,0,0,2021,2021
"Orbicular Pharmaceutical Technologies Pvt Ltd",1,0,0,2024,2024
"Orbo.AI",4,0,0,2019,2019
"Orient Green Power, Ltd.",1,0,0,2009,2009
"Oriental Containers Ltd Pkg",1,0,0,2006,2006
"Oriental Cuisines Pvt Ltd",1,0,0,2007,2007
"Orion Edutech Pvt Ltd",2,0,0,2010,2015
"Osian's Connoisseurs of Art",1,0,0,2008,2008
"Oxigen Services India Pvt  Ltd",1,0,0,2008,2008
"PI Beam Labs Pvt Ltd",2,0,0,2019,2019
"PME Power Solutions India Ltd",1,0,0,2007,2007
"PMI Electro Mobility Solutions Pvt Ltd",1,0,0,2023,2023
"PML-Portfolio Development Mumbai & Pune",1,0,0,2021,2021
"PNB Housing Finance Ltd",1,0,0,2015,2015
"PNB Metlife India Insurance Company Ltd",1,0,0,2019,2019
"Padcare Labs Pvt Ltd",5,0,0,2023,2023
"Pahal Financial Services Pvt Ltd",2,0,0,2021,2023
"Palogix Infrastructure Pvt Ltd",1,0,0,2010,2010
"Pan Healthcare Pvt Ltd",1,0,0,2023,2023
"Panama Petrochem Ltd",1,0,0,2022,2022
"Pancham Hospitals Pvt Ltd",1,0,0,2023,2023
"Panvel Logistics & Warehousing Solutions Pvt Ltd",1,0,0,2021,2021
"Paperboat Design Studios Pvt Ltd",1,0,0,2021,2021
"Paradime Technologies Pvt Ltd",3,0,0,2020,2020
"Paradise Food Court Pvt Ltd",5,0,0,2023,2023
"Paramount Airways Pvt Ltd",1,0,0,2005,2005
"Paras Health Pvt Ltd",1,0,0,2017,2017
"Parijat Innovations Private Ltd",1,0,0,2021,2021
"Parrys Sugar Industries Ltd",1,0,0,2006,2006
"Pathkind Diagnostics Pvt Ltd",1,0,0,2022,2022
"Pauwels",1,0,0,2016,2016
"Paymate India Pvt Ltd",1,0,0,2008,2008
"Paytm E-Commerce Pvt Ltd",3,0,0,2007,2022
"People Combine Educational Initiatives Ltd",1,0,0,2010,2010
"Peopleprosper Technologies Pvt Ltd",2,0,0,2022,2022
"Peoplestrong Technologies Pvt Ltd",5,0,0,2011,2022
"Pepfuels Technologies Pvt Ltd",1,0,0,2021,2021
"Pepkit Media Pvt Ltd",1,0,0,2022,2022
"Percept Holdings Pvt Ltd",3,0,0,2008,2008
"Perfectfit Systems Pvt Ltd",4,0,0,2021,2021
"Perpetuity Capital",2,0,0,2024,2024
"Petfully Yours Pvt Ltd",2,0,0,2021,2022
"Phio Technologies Pvt Ltd",1,0,0,2019,2019
"Pigeon Education India Pvt Ltd",3,0,0,2024,2024
"Pinpuff",1,0,0,2012,2012
"Pipa Bella Accessories Pvt Ltd",4,0,0,2018,2018
"Piramal Enterprises Ltd",3,0,0,2020,2021
"Piramal Glass Pvt Ltd",1,0,0,2020,2020
"Pitchfork Foods Pvt Ltd",1,0,0,2022,2022
"Planet Marathi Seller Services Pvt Ltd",1,0,0,2024,2024
"Planetcast Media Services Ltd",3,0,0,2008,2019
"Planys Technologies Pvt Ltd",6,0,0,2021,2021
"Platiga Technology Pvt Ltd",2,0,0,2024,2024
"Plexion Tech(India)Pvt Ltd",1,0,0,2005,2005
"Plexus Technologies Pvt Ltd",1,0,0,2024,2024
"Plutomen Technologies Pvt Ltd",3,0,0,2021,2021
"Polygel Technologies (I) Pvt Ltd",1,0,0,2008,2008
"Poonawalla Housing Finance Ltd",1,0,0,2022,2022
"Porus Laboratories Pvt Ltd",1,0,0,2023,2023
"Powerica Ltd",1,0,0,2007,2007
"Praantech Media Pvt Ltd",1,0,0,2023,2023
"Prabas Vcare Health Clinic Pvt Ltd",1,0,0,2024,2024
"Prabhati Food Pvt Ltd",1,0,0,2023,2023
"Prabhudas Lilladher Advisory Services Pvt Ltd",1,0,0,2007,2007
"Pragyaam Data Technologies Pvt Ltd",2,0,0,2022,2022
"Pranav Construction Sys Pvt",1,0,0,2009,2009
"Pratibha Syntex Ltd",1,0,0,2021,2021
"Premedia Global Usa Inc",2,0,0,2008,2008
"Prestige Estates Projects",1,0,0,2021,2021
"Prestige Fintech",1,0,0,2021,2021
"Prestige RMZ Star Tech",2,0,0,2022,2022
"Pride Group of Hotels",1,0,0,2007,2007
"Pridhvi Asset Reconstruction & Securitisation Co Ltd",1,0,0,2022,2022
"Primacy Industries Ltd",1,0,0,2021,2021
"Prime Securities, Ltd.",2,0,0,2008,2008
"PrimeMover Mobility Technologies Pvt Ltd",2,0,0,2016,2016
"Printmann Offset Pvt Ltd",1,0,0,2024,2024
"Printo Document Services Pvt Ltd",1,0,0,2010,2010
"Privi Organics Ltd",1,0,0,2016,2016
"Privi Speciality Chemicals Ltd",1,0,0,2015,2015
"Probe Equity Research Pvt Ltd",1,0,0,2011,2011
"Probus Insurance Broker Pvt Ltd",1,0,0,2021,2021
"Prodancy Pvt Ltd",4,0,0,2024,2024
"Prodapt Solutions Private Ltd",4,0,0,2019,2022
"Proklean Technologies Pvt Ltd",1,0,0,2022,2022
"Protinus Fashion Networking Pvt Ltd",8,0,0,2018,2021
"Provenance Land",1,0,0,2018,2018
"Providential Platforms Pvt Ltd",5,0,0,2021,2021
"Proxy Gyan Pvt Ltd",1,0,0,2022,2022
"Prozone Liberty Pvt Ltd",1,0,0,2008,2008
"Prudent Corporate Advisory Services Ltd",1,0,0,2018,2018
"Pruoo Healthcare Technologies Pvt Ltd",1,0,0,2023,2023
"Purple Ironing Services Pvt Ltd",1,0,0,2015,2015
"Push Sports",2,0,0,2024,2024
"Pushp Brand (India) Pvt Ltd",1,0,0,2023,2023
"Pushpagiri Vitreo Retina Institute",1,0,0,2009,2009
"Qans Consumer Products Pvt Ltd",8,0,0,2023,2023
"Qdesq Realtech Pvt Ltd",2,0,0,2019,2023
"Qfi Technologies Pvt Ltd",1,0,0,2023,2023
"Qoptars Pvt Ltd",1,0,0,2024,2024
"Quadrant Televentures, Ltd.",1,0,0,2007,2007
"Quali5care & Consulting Pvt Ltd",1,0,0,2022,2022
"Quality Care India Ltd",8,0,0,2015,2024
"Quant Capital Pvt Ltd",1,0,0,2009,2009
"Quanto Agroworld Pvt Ltd",2,0,0,2023,2023
"Quantumbit Technologies Pvt Ltd",1,0,0,2024,2024
"Qubehealth Services Pvt Ltd",7,0,0,2023,2024
"Qubix Business Park Pvt Ltd",1,0,0,2014,2014
"Quespire Learning Solutions Pvt Ltd",2,0,0,2017,2017
"Quick Digital Technologies Ltd",9,0,0,2021,2023
"Quick Shift Pvt Ltd",3,0,0,2021,2022
"Quikjet Cargo Airlines Pvt Ltd",3,0,0,2008,2008
"Quikr India Pvt Ltd",1,0,0,2008,2008
"Qwikcilver Solutions Pvt Ltd",2,0,0,2009,2009
"RA Chem Pharma Ltd",1,0,0,2022,2022
"RAAV Tech Labs Pvt Ltd",3,0,0,2024,2024
"RDC Concrete (India) Pvt Ltd",1,0,0,2005,2005
"RFCL, Ltd.",3,0,0,2005,2008
"RFCL, Ltd. - Vetnex Animal Health Unit",1,0,0,2005,2005
"RGAM Investment Advisers Pvt Ltd",1,0,0,2011,2011
"RMZ Corp & CPPIB - StarTech",2,0,0,2022,2022
"RMZ Corp Commercial Property Portfolio",1,0,0,2020,2020
"RR Kabel Ltd",3,0,0,2018,2023
"Radhika Opto Electronics Pvt Ltd",1,0,0,2023,2023
"Radiance Renewables Pvt Ltd",2,0,0,2020,2021
"Radiohead Brands Pvt Ltd",13,0,0,2022,2023
"Raheja Solar Food Processing Pvt Ltd",3,0,0,2024,2024
"Rajendra Plastics",1,0,0,2008,2008
"Ramky Enviro Engineers Ltd",7,0,0,2007,2019
"Ramprastha Township Project",1,0,0,2013,2013
"Rane Holdings Ltd",1,0,0,2007,2007
"Rare Planet Handicrafts Pvt Ltd",3,0,0,2020,2020
"Ratnamani Metals and Tubes Ltd",1,0,0,2012,2012
"RattanIndia Power Ltd",3,0,0,2008,2019
"Rattanindia Finance Pvt Ltd",2,0,0,2018,2018
"Ravin Cables, Ltd.",1,0,0,2006,2006
"Rdv Design Technologies Pvt Ltd",8,0,0,2024,2024
"Reach (Cargo Movers) Pvt  Ltd",1,0,0,2007,2007
"Rebel Foods Pvt Ltd",6,0,0,2019,2024
"Reckoning Esports",3,0,0,2023,2023
"Reculta Solutions Pvt Ltd",11,0,0,2021,2024
"Redroomtechnology Pvt Ltd",4,0,0,2022,2022
"Refeel Cartridge Engineering Pvt Ltd",1,0,0,2010,2010
"Regency Healthcare Pvt Ltd",1,0,0,2023,2023
"Regrip India Pvt Ltd",7,0,0,2024,2024
"Reliance Petroleum Ltd",1,0,0,2006,2006
"Religare Housing Development Finance Corp Ltd",1,0,0,2009,2009
"Remedinet Technologies Pvt Ltd",6,0,0,2013,2014
"Remedo Clinitech Pvt Ltd",7,0,0,2022,2022
"Rent Alpha Pvt Ltd",1,0,0,2016,2016
"Reset Foods Pvt Ltd",9,0,0,2022,2024
"Resilient Innovations Pvt Ltd",6,0,0,2021,2024
"Resurgere Mines & Minerals India, Ltd.",2,0,0,2007,2008
"Reuters Market Light Ltd",1,0,0,2013,2013
"Revantha Technologies Pte Ltd",1,0,0,2008,2008
"Reverie Language Technologies Ltd",2,0,0,2015,2015
"Reverse Logistics Co Pvt Ltd",3,0,0,2012,2012
"Revoh Innovations Pvt Ltd",2,0,0,2023,2023
"Riddhi Siddhi GluCo Biols Ltd",1,0,0,2006,2006
"Ring Plus Aqua Ltd",1,0,0,2012,2012
"Riseom Solutions Pvt Ltd",8,0,0,2021,2022
"Rithwik Projects Pvt Ltd",1,0,0,2008,2008
"Ritika Pvt Ltd",2,0,0,2013,2014
"Rivaara Labs Pvt Ltd",2,0,0,2022,2022
"Robo Silicon  Ltd",1,0,0,2007,2007
"Rodeo Travel Technologies Pvt Ltd",4,0,0,2020,2020
"Rolex Rings Ltd",1,0,0,2007,2007
"Rollnumber Technologies Pvt Ltd",1,0,0,2024,2024
"Ronin Wines Pvt Ltd",11,0,0,2022,2023
"Roninaks Sports Pvt Ltd",1,0,0,2024,2024
"Roserve Enviro Pvt Ltd",1,0,0,2019,2019
"Royal Multisport Pvt Ltd",1,0,0,2021,2021
"Rsp Architects Planners &",1,0,0,2008,2008
"Rubamin Group",1,0,0,2007,2007
"Rubique Technologies India Pvt Ltd",4,0,0,2018,2018
"Runaya Group",2,0,0,2023,2023
"Rupifi Technology Solutions Pvt Ltd",3,0,0,2022,2022
"Rx Propellant Asset Advisors Private Ltd",1,0,0,2022,2022
"SAI Life Sciences Ltd",1,0,0,2018,2018
"SB Energy Holdings Ltd",2,0,0,2020,2022
"SEED Infotech Ltd",1,0,0,2011,2011
"SM Windsol Pvt Ltd",1,0,0,2012,2012
"SML Isuzu Ltd",2,0,0,2011,2011
"SPV Laboratories Pvt Ltd",3,0,0,2020,2021
"SR Nature Friendly Papers P Ltd",1,0,0,2011,2011
"SSBA Innovations Pvt Ltd",1,0,0,2022,2022
"SSIPL Retail Ltd",1,0,0,2015,2015
"SV Agrofood",1,0,0,2011,2011
"SVG Media Pvt Ltd",1,0,0,2011,2011
"Saankhya Labs Pvt Ltd",1,0,0,2011,2011
"Saanvad Ventures Pvt Ltd",2,0,0,2018,2018
"Sabare International",1,0,0,2005,2005
"Sabarmati Gas Ltd",3,0,0,2009,2009
"Sabine Hospital & Research Centre Pvt Ltd",2,0,0,2024,2024
"Safari Retreats Pvt Ltd",1,0,0,2018,2018
"SafetyKart Retail Pvt Ltd",1,0,0,2017,2017
"Safex Chemicals (India) Ltd",4,0,0,2021,2022
"Sagar Ratna Hotels Pvt Ltd",1,0,0,2011,2011
"Sage Metals Pvt Ltd",3,0,0,2018,2019
"Saggraha Management Services Pvt Ltd",1,0,0,2024,2024
"Sahyadri Hospital Pvt Ltd",2,0,0,2019,2022
"Sainik Mining and Allied Services Ltd",1,0,0,2007,2007
"Sajjan India Ltd",2,0,0,2022,2022
"Saket Engineers Pvt Ltd",1,0,0,2008,2008
"Saleassist Innov8 Pvt Ltd",1,0,0,2024,2024
"SalesPro Consulting Pvt Ltd",1,0,0,2018,2018
"Salsette 27",1,0,0,2020,2020
"Samaah Technologies Pvt Ltd",8,0,0,2023,2023
"Samasth Living Pvt Ltd",9,0,0,2024,2024
"Sambhaav Media, Ltd.",1,0,0,2008,2008
"Samosa Singh",5,0,0,2020,2020
"San-O-Mants Healthcare Pvt Ltd",1,0,0,2024,2024
"Sanghi Industries Ltd",1,0,0,2007,2007
"Sankshit Pvt Ltd",1,0,0,2023,2023
"Sanosyzo Pvt Ltd",3,0,0,2023,2023
"Sapio Analytica Pvt Ltd",2,0,0,2023,2023
"Satya Microcapital Ltd",6,0,0,2018,2021
"Savaari Car Rentals Pvt Ltd",2,0,0,2013,2013
"Savita Oil Technologies Ltd",1,0,0,2021,2021
"Sayaji Hotels Ltd",1,0,0,2010,2010
"Sayre Therapeutics Pvt Ltd",1,0,0,2017,2017
"Sbi Cards & Payment Services Limited",2,0,0,2017,2017
"Sbl Energy Ltd",4,0,0,2024,2024
"SeQuent Scientific Ltd",1,0,0,2020,2020
"Seaways Group",1,0,0,2008,2008
"Securax Tech Solutions India Pvt Ltd",3,0,0,2017,2017
"SeedWorks India Pvt Ltd",1,0,0,2016,2016
"Selectica India Pvt Ltd",1,0,0,2009,2009
"Selligion Technologies Pvt Ltd",2,0,0,2023,2023
"Seminole Electronics Pvt Ltd",1,0,0,2022,2022
"Sensedynamic Fashions India Pvt Ltd",2,0,0,2023,2023
"Serendipity Infolabs Pvt Ltd",1,0,0,2015,2015
"Settlrs Venture Pvt Ltd",5,0,0,2022,2022
"Setu Nutrition Pvt Ltd",11,0,0,2023,2023
"Sgr Labs Pvt Ltd",6,0,0,2023,2024
"Shapoorji Pallonji Infrastructure Capital Company Pvt Ltd",5,0,0,2007,2020
"Shapos Services Pvt Ltd",5,0,0,2021,2022
"Sharpsell Technology Solutions Pvt Ltd",2,0,0,2022,2022
"Shashila Healthy Master Pvt Ltd",1,0,0,2023,2023
"Shillong Expressway Pvt Ltd",1,0,0,2021,2021
"Shoegaro Fashions Pvt Ltd",4,0,0,2024,2024
"Shop CJ Network Pvt Ltd",1,0,0,2014,2014
"Shotformats Digital Productions Pvt Ltd",1,0,0,2013,2013
"Shree Digvijay Cement Co Ltd",1,0,0,2018,2018
"Shree Eduserve Pvt Ltd",1,0,0,2011,2011
"Shree Jagannath Expressways Pvt Ltd",1,0,0,2021,2021
"Shreyas Advisory Services Ltd",1,0,0,2011,2011
"Shri Chyawan Ayurveda Health Care Pvt Ltd",2,0,0,2022,2022
"Shriram Credit Co Ltd",1,0,0,2011,2011
"Shriram General Insurance Co Ltd",1,0,0,2022,2022
"Shriram Properties Ltd",3,0,0,2011,2015
"Shriram SEPL Composites",1,0,0,2008,2008
"Shriram Transport Finance Company, Ltd.",3,0,0,2005,2011
"Shriven Agritechs Pvt Ltd",6,0,0,2022,2023
"Sickle Innovations Pvt Ltd",1,0,0,2024,2024
"Sicom Ltd",1,0,0,2007,2007
"Sids Farm Pvt Ltd",8,0,0,2023,2023
"Siesta Logistics Corp Ltd",1,0,0,2010,2010
"Sify Technologies Ltd",1,0,0,2005,2005
"Signure Technologies Pvt Ltd",4,0,0,2013,2013
"Simactricals Pvt Ltd",1,0,0,2024,2024
"Simba Logistics Pvt Ltd",1,0,0,2021,2021
"Simbus Technologies Pvt., Ltd.",1,0,0,2011,2011
"Simk Labels Pvt Ltd",3,0,0,2024,2024
"Simplify360",1,0,0,2012,2012
"Simpolo Vitrified Pvt Ltd",4,0,0,2022,2024
"Sinclairs Hotels Ltd",2,0,0,2011,2011
"Singodwala Warehousing & Logistics Pvt Ltd",1,0,0,2022,2022
"Sinnamon Fashions Pvt Ltd",11,0,0,2022,2023
"Siro Clinpharm Pvt Ltd",2,0,0,2007,2007
"Sitara Digital Ventures Pvt Ltd",4,0,0,2019,2019
"Skavion Auto Pvt Ltd",1,0,0,2022,2022
"Skilancer Solar Pvt. Ltd",1,0,0,2023,2023
"Skilledge 4.0 Edutech Pvt Ltd",2,0,0,2022,2022
"Skye Air Mobility Pvt Ltd",10,0,0,2024,2024
"Skylark Drones Pvt Ltd",7,0,0,2021,2021
"Skymet Pvt Ltd",2,0,0,2021,2021
"Slang Labs Pvt Ltd",4,0,0,2021,2021
"SmartVizs Pvt Ltd",1,0,0,2020,2020
"Smartchain Innovation Pvt Ltd",2,0,0,2023,2023
"Smarter BIZ Technologies Pvt Ltd",3,0,0,2020,2020
"Smbsure Business Solutions Pvt Ltd",3,0,0,2021,2022
"Smiling Star Advisory Pvt Ltd",1,0,0,2018,2018
"Snippt Media Pvt Ltd",14,0,0,2021,2022
"SoCoMo Technologies Pvt Ltd",1,0,0,2015,2015
"Sociograph Solutions Pvt Ltd",10,0,0,2022,2024
"Softgel Healthcare Private Ltd",1,0,0,2022,2022
"Soham Renewable Energy India Pvt Ltd",1,0,0,2008,2008
"Sokrati",2,0,0,2015,2015
"Solenya Investment Technologies Pvt Ltd",1,0,0,2022,2022
"Soma Enterprise Ltd",2,0,0,2007,2011
"Soniqmantra Pvt Ltd",5,0,0,2021,2021
"Sony Entertainment Tv",2,0,0,2011,2011
"Space Wood Furnishers Pvt Ltd",1,0,0,2013,2013
"Spacebasic Inc",4,0,0,2023,2023
"Spalon India Pvt Ltd",2,0,0,2015,2016
"Spardha Learnings Pvt Ltd",5,0,0,2021,2022
"Spark Capital Advisors (India) Pvt Ltd",1,0,0,2008,2008
"Sparsha Learning Technologies Pvt Ltd",2,0,0,2011,2011
"Speakin Communications Pvt Ltd",2,0,0,2022,2022
"Speciality Restaurants Pvt., Ltd.",1,0,0,2008,2008
"Spice Communications Ltd",2,0,0,2007,2007
"SpiceXpress & Logistics Pvt Ltd",1,0,0,2023,2023
"Sports Nest Retail (India) Pvt., Ltd.",1,0,0,2012,2012
"Sprng Energy Pvt Ltd",1,0,0,2019,2019
"Srei Equipment Finance Ltd",6,0,0,2006,2009
"Sri Kannapiran Mills Ltd",1,0,0,2023,2023
"Sri Kauvery Medical Care (India) Ltd",1,0,0,2023,2023
"Stackbox Services Pvt Ltd",3,0,0,2021,2021
"Startoon Labs Pvt Ltd",1,0,0,2023,2023
"Stelling Technologies Pvt Ltd",17,0,0,2014,2018
"Steradian Semiconductors Pvt Ltd",1,0,0,2020,2020
"Sterling & Wilson Pvt Ltd",1,0,0,2008,2008
"Sterling Accuris Wellness Pvt Ltd",1,0,0,2021,2021
"Sterlite Power Transmission - Global Products & Solutions",2,0,0,2024,2024
"Storia Foods & Beverages Pvt Ltd",1,0,0,2021,2021
"Str8bat Sports Tech Solutions Pte Ltd",36,0,0,2021,2024
"Strand Life Sciences Private Ltd",2,0,0,2018,2021
"Studium Tech Pvt Ltd",6,0,0,2023,2024
"StyleDotMe Fashion & Lifestyle Pvt Ltd",3,0,0,2020,2020
"Stylework Innovation Hub Pvt Ltd",10,0,0,2021,2023
"Su Kam Power Systems Ltd",1,0,0,2006,2006
"Subhkam Holding Pvt Ltd",1,0,0,2007,2007
"Sudar Industries Ltd",1,0,0,2012,2012
"Sudhir Srivastava Robotic Surgery Centre Pvt Ltd",1,0,0,2011,2011
