"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"Yes Bank Ltd","India","Financials",2022-07-29,5,"PIPE","Advent International LP","Advent International Corporation - Unspecified Fund",561,0,1122,0,0,1122,2022,"Financials",5,"Yes Bank Ltd",561,"Other"
"Yes Bank Ltd","India","Financials",2022-07-29,5,"PIPE","Carlyle Group Inc","Carlyle Group L.P., The - Unspecified Fund",561,0,1122,0,0,1122,2022,"Financials",5,"Yes Bank Ltd",561,"Other"
"Yes Bank Ltd","India","Financials",2024-03-05,6,"PIPE","Carlyle Group Inc","Carlyle Group L.P., The - Unspecified Fund",173,0,173,0,0,173,2024,"Financials",6,"Yes Bank Ltd",173,"Other"
"Yes Bank Ltd - Mutul Fund Business","India","Financials",2021-11-02,1,"Acquisition","White Oak Investments LLC","White Oak Investments LLC - Unspecified Fund",0,0,0,0,0,0,2021,"Financials",1,"Yes Bank Ltd - Mutul Fund Business",0,"Other"
"Yeshoda Rose Bazaar Pvt Ltd","India","Industrials",2023-01-10,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Industrials",2,"Yeshoda Rose Bazaar Pvt Ltd",0,"Other"
"Yeshoda Rose Bazaar Pvt Ltd","India","Industrials",2023-01-10,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Industrials",2,"Yeshoda Rose Bazaar Pvt Ltd",0,"Other"
"YLG Salon & Spa","India","Consumer Non-Cyclicals",2012-05-22,2,"Expansion","Everstone Capital Asia Pte. Ltd","Everstone Capital Partners II",11,11,12,0,0,0,2012,"Consumer Non-Cyclicals",2,"YLG Salon & Spa",11,"Other"
"YLG Salon & Spa","India","Consumer Non-Cyclicals",2012-05-22,2,"Expansion","Helion Venture Partners LLC","Helion Venture Partners  - Unspecified Fund",1,0,12,0,0,0,2012,"Consumer Non-Cyclicals",2,"YLG Salon & Spa",1,"Other"
"You Telecom India Pvt Ltd","India","Technology",2006-08-17,1,"LBO","Citi Venture Capital International","Citigroup Venture Capital International Growth Partnership I",0,0,0,0,0,0,2006,"Technology",1,"You Telecom India Pvt Ltd",0,"Other"
"You Telecom India Pvt Ltd","India","Technology",2008-03-25,2,"Acquisition for Expansion","Citi Venture Capital International","Citi Venture Capital International - Unspecified Fund",0,0,0,0,0,0,2008,"Technology",2,"You Telecom India Pvt Ltd",0,"Other"
"Your Kids R Our Kids India (Edu) Pvt Ltd","India","Academic & Educational Services",2010-11-24,1,"Expansion","India Venture Partners","India Venture Partners - Unspecified Fund",2,2,2,0,0,2,2010,"Academic & Educational Services",1,"Your Kids R Our Kids India (Edu) Pvt Ltd",2,"Other"
"Yourstory Media Pvt Ltd","India","Technology",2015-08-17,1,"Expansion","Kalaari Capital Advisors Pvt Ltd","Kalaari Capital Advisors Pvt., Ltd - Unspecified Fund",0,0,0,0,0,0,2015,"Technology",1,"Yourstory Media Pvt Ltd",0,"Other"
"Yourstory Media Pvt Ltd","India","Technology",2015-08-17,1,"Expansion","Qualcomm Ventures","Qualcomm Ventures - Unspecified Fund",0,0,0,0,0,0,2015,"Technology",1,"Yourstory Media Pvt Ltd",0,"Other"
"Yourstory Media Pvt Ltd","India","Technology",2015-08-17,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2015,"Technology",1,"Yourstory Media Pvt Ltd",0,"Other"
"Yulu Bikes Pvt Ltd","India","Consumer Non-Cyclicals",2022-09-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",27,0,82,0,0,82,2022,"Consumer Non-Cyclicals",2,"Yulu Bikes Pvt Ltd",27,"Other"
"Yulu Bikes Pvt Ltd","India","Consumer Non-Cyclicals",2022-09-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",27,0,82,0,0,82,2022,"Consumer Non-Cyclicals",2,"Yulu Bikes Pvt Ltd",27,"Other"
"Yulu Bikes Pvt Ltd","India","Consumer Non-Cyclicals",2022-09-09,2,"Expansion","Undisclosed Firm","Undisclosed Fund",27,0,82,0,0,82,2022,"Consumer Non-Cyclicals",2,"Yulu Bikes Pvt Ltd",27,"Other"
"Yulu Bikes Pvt Ltd","India","Consumer Non-Cyclicals",2024-02-23,4,"Expansion","Undisclosed Firm","Undisclosed Fund",10,0,19,0,0,19,2024,"Consumer Non-Cyclicals",4,"Yulu Bikes Pvt Ltd",10,"Other"
"Yulu Bikes Pvt Ltd","India","Consumer Non-Cyclicals",2024-02-23,4,"Expansion","Undisclosed Firm","Undisclosed Fund",10,0,19,0,0,19,2024,"Consumer Non-Cyclicals",4,"Yulu Bikes Pvt Ltd",10,"Other"
"Zameen Organic Pvt Ltd","India","Consumer Non-Cyclicals",2009-09-09,1,"Expansion","Aavishkaar Goodwell India Microfinance Development Co Ltd","Aavishkaar Goodwell India Microfinance Development Company",0,0,0,0,0,0,2009,"Consumer Non-Cyclicals",1,"Zameen Organic Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-14,1,"Bridge Loan","Anicut Capital LLP","Anicut Angel Fund",0,0,0,0,0,0,2022,"Industrials",1,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-14,2,"Expansion","Anicut Capital LLP","Anicut Angel Fund",0,0,0,0,0,0,2022,"Industrials",2,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-14,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Industrials",2,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-14,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Industrials",2,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-16,3,"Acquisition for Expansion","Anicut Capital LLP","Anicut Angel Fund",0,0,0,0,0,0,2022,"Industrials",3,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-16,3,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Industrials",3,"Zast Logisolutions Pvt Ltd",0,"Other"
"Zast Logisolutions Pvt Ltd","India","Industrials",2022-11-16,3,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Industrials",3,"Zast Logisolutions Pvt Ltd",0,"Other"
"ZCL Chemicals Ltd","India","Basic Materials",2016-12-24,1,"Acquisition","Morgan Stanley Capital Partners","Morgan Stanley Private Equity Asia III, L.P.",25,25,25,0,25,25,2016,"Basic Materials",1,"ZCL Chemicals Ltd",25,"Other"
"ZCL Chemicals Ltd","India","Basic Materials",2021-03-09,2,"LBO","Advent International LP","Advent International Corporation - Unspecified Fund",0,0,0,0,275,275,2021,"Basic Materials",2,"ZCL Chemicals Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-14,1,"LBO","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,392,392,2021,"Consumer Non-Cyclicals",1,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-14,1,"LBO","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",0,0,0,0,392,392,2021,"Consumer Non-Cyclicals",1,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-14,1,"LBO","Undisclosed Firm","Undisclosed Fund",0,0,0,0,392,392,2021,"Consumer Non-Cyclicals",1,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-07,2,"Pending Acquisition","Asian Development Bank","Asian Development Bank - Unspecified Fund",10,10,13,0,0,0,2021,"Consumer Non-Cyclicals",2,"Zenex Animal Health India Pvt Ltd",10,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-07,2,"Pending Acquisition","International Finance Corp","International Finance Corp - Unspecified Fund",1,0,13,0,0,0,2021,"Consumer Non-Cyclicals",2,"Zenex Animal Health India Pvt Ltd",1,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-07,2,"Pending Acquisition","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",1,0,13,0,0,0,2021,"Consumer Non-Cyclicals",2,"Zenex Animal Health India Pvt Ltd",1,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2021-12-07,2,"Pending Acquisition","Undisclosed Firm","Undisclosed Fund",1,0,13,0,0,0,2021,"Consumer Non-Cyclicals",2,"Zenex Animal Health India Pvt Ltd",1,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2023-12-14,3,"Acquisition for Expansion","Asian Development Bank","Asian Development Bank - Unspecified Fund",0,0,0,0,0,0,2023,"Consumer Non-Cyclicals",3,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2023-12-14,3,"Acquisition for Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",0,0,0,0,0,0,2023,"Consumer Non-Cyclicals",3,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2023-12-14,3,"Acquisition for Expansion","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",0,0,0,0,0,0,2023,"Consumer Non-Cyclicals",3,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenex Animal Health India Pvt Ltd","India","Consumer Non-Cyclicals",2023-12-14,3,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Consumer Non-Cyclicals",3,"Zenex Animal Health India Pvt Ltd",0,"Other"
"Zenith Drinks Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-15,1,"Expansion","Cactus Venture Partners LLP","Cactus Partners Fund I",1,0,2,0,0,2,2021,"Consumer Non-Cyclicals",1,"Zenith Drinks Pvt Ltd",1,"Other"
"Zenith Drinks Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-15,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,2,0,0,2,2021,"Consumer Non-Cyclicals",1,"Zenith Drinks Pvt Ltd",1,"Other"
"Zenith Drinks Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-15,1,"Expansion","Venture Catalysts Pvt Ltd","9Unicorns Fund",1,0,2,0,0,2,2021,"Consumer Non-Cyclicals",1,"Zenith Drinks Pvt Ltd",1,"Other"
"Zenith Drinks Pvt Ltd","India","Consumer Non-Cyclicals",2021-07-15,1,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",1,0,2,0,0,2,2021,"Consumer Non-Cyclicals",1,"Zenith Drinks Pvt Ltd",1,"Other"
"Zensar Technologies Ltd","India","Technology",2015-10-09,2,"Secondary Purchase","Apax Partners LLP","Apax Europe VIII",25,25,59,0,0,0,2015,"Technology",2,"Zensar Technologies Ltd",25,"Other"
"Zensar Technologies Ltd","India","Technology",2015-10-09,2,"Secondary Purchase","Apax Partners LLP","Apax VIII",34,34,59,0,0,0,2015,"Technology",2,"Zensar Technologies Ltd",34,"Other"
"Zensar Technologies Ltd","India","Technology",2018-03-21,3,"Pending Acquisition","Apax Partners LLP","Apax VIII",0,0,0,0,33,33,2018,"Technology",3,"Zensar Technologies Ltd",0,"Other"
"Zensar Technologies Ltd","India","Technology",2018-07-27,4,"Acquisition for Expansion","Apax Partners LLP","Apax VIII",0,0,0,0,18,18,2018,"Technology",4,"Zensar Technologies Ltd",0,"Other"
"Zensar Technologies Ltd","India","Technology",2024-07-17,5,"Acquisition for Expansion","Apax Partners LLP","Apax VIII",0,0,0,0,0,0,2024,"Technology",5,"Zensar Technologies Ltd",0,"Other"
"Zerund Manufacturing Pvt Ltd","India","Basic Materials",2022-09-07,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,1,0,0,1,2022,"Basic Materials",2,"Zerund Manufacturing Pvt Ltd",1,"Other"
"Zestiot Technologies Pvt Ltd","India","Industrials",2022-12-15,1,"Expansion","Loyal Venture Advisors Inc","Loyal Venture Advisors Inc - Unspecified Fund",0,0,0,0,0,0,2022,"Industrials",1,"Zestiot Technologies Pvt Ltd",0,"Other"
"Zestiot Technologies Pvt Ltd","India","Industrials",2023-05-03,2,"Expansion","IvyCap Ventures Advisors Pvt Ltd","IvyCap Ventures Trust Fund III",6,0,7,0,0,7,2023,"Industrials",2,"Zestiot Technologies Pvt Ltd",6,"Other"
"Zestiot Technologies Pvt Ltd","India","Industrials",2023-05-03,2,"Expansion","Loyal Venture Advisors Inc","Loyal Venture Advisors Inc - Unspecified Fund",0,0,7,0,0,7,2023,"Industrials",2,"Zestiot Technologies Pvt Ltd",0,"Other"
"Zestl Software Pvt Ltd","India","Technology",2021-11-22,1,"Expansion","JSW Ventures Fund Managers LLP","JSW Ventures - Unspecified Fund",1,0,2,0,0,2,2021,"Technology",1,"Zestl Software Pvt Ltd",1,"Other"
"Zestl Software Pvt Ltd","India","Technology",2021-11-22,1,"Expansion","Riso Capital LLC","RiSo Capital - Unspecified Fund",1,0,2,0,0,2,2021,"Technology",1,"Zestl Software Pvt Ltd",1,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","360 One Wam Group","IIFL Monopolistic Market Intermediaries Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Avenir Growth Capital","Avenir Growth Capital - Unspecified Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","D1 Capital Partners LP","D1 Capital Partners LP - Unspecified Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Steadview Capital Management LLC","Steadview Capital Management LLC - Unspecified Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Undisclosed Firm","Undisclosed Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Undisclosed Firm","Undisclosed Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Undisclosed Firm","Undisclosed Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2022-03-04,8,"Expansion","Undisclosed Firm","Undisclosed Fund",28,0,227,0,0,227,2022,"Industrials",8,"Zetwerk Manufacturing Businesses Pvt Ltd",28,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-05-20,9,"Expansion","Avenir Growth Capital","Avenir Growth Capital - Unspecified Fund",100,0,100,0,0,100,2023,"Industrials",9,"Zetwerk Manufacturing Businesses Pvt Ltd",100,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","Avenir Growth Capital","Avenir Growth Capital - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","D1 Capital Partners LP","D1 Capital Partners LP - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","Footpath Ventures GP LLC","Footpath Ventures - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","Greenoaks Capital Partners LLC","Greenoaks Capital Partners LLC - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","Lightspeed Management Co LLC","Lightspeed Venture Partners - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2023-10-18,10,"Expansion","Steadview Capital Management LLC","Steadview Capital Management LLC - Unspecified Fund",20,0,118,0,0,118,2023,"Industrials",10,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-03-07,11,"Expansion","Undisclosed Firm","Undisclosed Fund",20,20,20,0,0,20,2024,"Industrials",11,"Zetwerk Manufacturing Businesses Pvt Ltd",20,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-12-19,12,"Expansion","Avenir Growth Capital","Avenir Growth Capital - Unspecified Fund",14,0,70,0,0,70,2024,"Industrials",12,"Zetwerk Manufacturing Businesses Pvt Ltd",14,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-12-19,12,"Expansion","Baillie Gifford & Co Ltd","Baillie Gifford & Co Ltd - Unspecified Fund",14,0,70,0,0,70,2024,"Industrials",12,"Zetwerk Manufacturing Businesses Pvt Ltd",14,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-12-19,12,"Expansion","Greenoaks Capital Partners LLC","Greenoaks Capital Partners LLC - Unspecified Fund",14,0,70,0,0,70,2024,"Industrials",12,"Zetwerk Manufacturing Businesses Pvt Ltd",14,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-12-19,12,"Expansion","Khosla Ventures LLC","Khosla Ventures - Unspecified Fund",14,0,70,0,0,70,2024,"Industrials",12,"Zetwerk Manufacturing Businesses Pvt Ltd",14,"Other"
"Zetwerk Manufacturing Businesses Pvt Ltd","India","Industrials",2024-12-19,12,"Expansion","Undisclosed Firm","Undisclosed Fund",14,0,70,0,0,70,2024,"Industrials",12,"Zetwerk Manufacturing Businesses Pvt Ltd",14,"Other"
"ZFunds Distribution Pvt Ltd","India","Technology",2024-12-03,1,"Expansion","Elevation Capital","Elevation Capital - Unspecified Fund",1,0,3,0,0,3,2024,"Technology",1,"ZFunds Distribution Pvt Ltd",1,"Other"
"ZFunds Distribution Pvt Ltd","India","Technology",2024-12-03,1,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,3,2024,"Technology",1,"ZFunds Distribution Pvt Ltd",1,"Other"
"ZFW Hospitality Pvt Ltd","India","Technology",2021-04-19,1,"Expansion","Expert Dojo Inc","Expert Dojo - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",1,"ZFW Hospitality Pvt Ltd",0,"Other"
"ZFW Hospitality Pvt Ltd","India","Technology",2021-04-19,1,"Expansion","Mumbai Angels Network Pvt Ltd","Mumbai Angels - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",1,"ZFW Hospitality Pvt Ltd",0,"Other"
"ZFW Hospitality Pvt Ltd","India","Technology",2021-04-19,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2021,"Technology",1,"ZFW Hospitality Pvt Ltd",0,"Other"
"ZFW Hospitality Pvt Ltd","India","Technology",2021-04-19,1,"Expansion","Xpanse Services Llp","Huddle - Unspecified Fund",0,0,0,0,0,0,2021,"Technology",1,"ZFW Hospitality Pvt Ltd",0,"Other"
"Zifo Technologies Private Ltd","India","Industrials",2022-05-09,1,"Acquisition","TA Associates Management LP","TA Associates Management LP - Unspecified Fund",0,0,0,0,0,0,2022,"Industrials",1,"Zifo Technologies Private Ltd",0,"Other"
"Zim Laboratories Ltd","India","Healthcare",2013-01-03,1,"Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,8,8,2013,"Healthcare",1,"Zim Laboratories Ltd",0,"Other"
"Zimyo Consulting Pvt Ltd","India","Technology",2022-03-21,2,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,2,0,0,2,2022,"Technology",2,"Zimyo Consulting Pvt Ltd",2,"Other"
"Zingbus Technology Pvt Ltd","India","Industrials",2024-12-17,4,"Expansion","Bp Ventures","BP Ventures - Unspecified Fund",9,0,9,0,0,9,2024,"Industrials",4,"Zingbus Technology Pvt Ltd",9,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Accel Partners Management LLP","Accel Partners & Co Inc - Unspecified Fund",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","B Capital Group Management LP","B Capital Fund, L.P.",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Goldman Sachs Asset Management International LLC","Goldman Sachs Asset Management  - Unspecified Fund",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Light Street Capital Management LLC","Light Street Beacon I, L.P.",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Sands Capital Management LLC","Sands Capital Management - Unspecified Fund",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Sequoia Capital Operations LLC","Sequoia Capital - Unspecified Fund",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-05-01,4,"Expansion","Wellington Partners GmbH","Wellington Partners IV Technology Fund LP",19,0,150,0,0,150,2019,"Industrials",4,"Zinka Logistics Solutions Pvt Ltd",19,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2019-11-26,5,"Expansion","Trifecta Capital Partners Ltd","Trifecta Capital Fund II",8,0,8,0,0,8,2019,"Industrials",5,"Zinka Logistics Solutions Pvt Ltd",8,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","International Finance Corp","IFC Emerging Asia Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","International Finance Corp","International Finance Corp - Unspecified Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Sands Capital Management LLC","Sands Capital Private Growth Fund II, L.P.",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Sands Capital Management LLC","Sands Capital Private Growth Fund III, L.P.",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Tribe Capital Partners LLC","Tribe Capital V",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Undisclosed Firm","Undisclosed Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","VEF Ltd","Vostok Emerging Finance Ltd - Unspecified Fund",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"Zinka Logistics Solutions Pvt Ltd","India","Industrials",2021-07-31,7,"Expansion","Wellington Partners GmbH","Wellington Partners IV Technology Fund LP",7,0,67,0,0,67,2021,"Industrials",7,"Zinka Logistics Solutions Pvt Ltd",7,"Other"
"ZipDial Mobile Solutions Pvt Ltd","India","Consumer Cyclicals",2013-04-14,4,"Expansion","Jungle Ventures Pte Ltd","Jungle Ventures - Unspecified Fund",0,0,0,0,0,0,2013,"Consumer Cyclicals",4,"ZipDial Mobile Solutions Pvt Ltd",0,"Other"
"Zippin Pharma Pvt Ltd","India","Consumer Non-Cyclicals",2024-02-27,4,"Expansion","Lightbox Management Ltd","Lightbox Ventures III",13,0,25,0,0,25,2024,"Consumer Non-Cyclicals",4,"Zippin Pharma Pvt Ltd",13,"Other"
"Zippin Pharma Pvt Ltd","India","Consumer Non-Cyclicals",2024-02-27,4,"Expansion","Stic Investment Inc","STIC IT Venture Capital - Unspecified Fund",13,0,25,0,0,25,2024,"Consumer Non-Cyclicals",4,"Zippin Pharma Pvt Ltd",13,"Other"
"Zippin Pharma Pvt Ltd","India","Consumer Non-Cyclicals",2024-04-04,5,"Acquisition for Expansion","Lightbox Management Ltd","Lightbox Ventures III",0,0,0,0,0,0,2024,"Consumer Non-Cyclicals",5,"Zippin Pharma Pvt Ltd",0,"Other"
"Zippin Pharma Pvt Ltd","India","Consumer Non-Cyclicals",2024-04-04,5,"Acquisition for Expansion","Stic Investment Inc","STIC IT Venture Capital - Unspecified Fund",0,0,0,0,0,0,2024,"Consumer Non-Cyclicals",5,"Zippin Pharma Pvt Ltd",0,"Other"
