"investee_company_name","investee_company_nation","investee_company_trbc_economic_sector","investment_date","round_number","investment_stage","firm_investor_name","fund_investor_name","investor_equity_total_usd_millions","disclosed_fund_equity_contribution_usd_millions","round_equity_total_usd_millions","disclosed_debt_contribution_usd_millions","deal_value_usd_millions","deal_rank_value_usd_millions","investment_year","sector","stage","company","deal_value","stage_category"
"Aayuv Technologies Pvt Ltd","India","Technology",2022-03-17,4,"Expansion","Endiya Partners","Endiya Partners",3,0,15,0,0,15,2022,"Technology",4,"Aayuv Technologies Pvt Ltd",3,"Other"
"Aayuv Technologies Pvt Ltd","India","Technology",2022-03-17,4,"Expansion","HealthQuad Advisors Pvt Ltd","HealthQuad Fund II",3,0,15,0,0,15,2022,"Technology",4,"Aayuv Technologies Pvt Ltd",3,"Other"
"Aayuv Technologies Pvt Ltd","India","Technology",2022-03-17,4,"Expansion","Sabre Partners India Advisors Pvt Ltd","Spring Healthcare Fund",3,0,15,0,0,15,2022,"Technology",4,"Aayuv Technologies Pvt Ltd",3,"Other"
"Aayuv Technologies Pvt Ltd","India","Technology",2022-03-17,4,"Expansion","Siana Capital Management LLP","Siana Capital Management - Unspecified Fund",3,0,15,0,0,15,2022,"Technology",4,"Aayuv Technologies Pvt Ltd",3,"Other"
"Aayuv Technologies Pvt Ltd","India","Technology",2022-03-17,4,"Expansion","Ventureast","Ventureast Proactive Fund II",3,0,15,0,0,15,2022,"Technology",4,"Aayuv Technologies Pvt Ltd",3,"Other"
"Aban Offshore Ltd","India","Energy",2012-02-03,1,"PIPE","Goldman Sachs Asset Management International LLC","Goldman Sachs Asset Management  - Unspecified Fund",5,5,5,0,0,5,2012,"Energy",1,"Aban Offshore Ltd",5,"Other"
"Abee Research Labs Pvt. Ltd","India","Technology",2023-04-17,2,"Expansion","Axilor Ventures Pvt Ltd","Axilor Ventures Pvt Ltd - Unspecified Fund",1,0,4,0,0,4,2023,"Technology",2,"Abee Research Labs Pvt. Ltd",1,"Other"
"Abee Research Labs Pvt. Ltd","India","Technology",2023-04-17,2,"Expansion","Pi Ventures LLP","pi Ventures - Unspecified Fund",1,0,4,0,0,4,2023,"Technology",2,"Abee Research Labs Pvt. Ltd",1,"Other"
"Abee Research Labs Pvt. Ltd","India","Technology",2023-04-17,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2023,"Technology",2,"Abee Research Labs Pvt. Ltd",1,"Other"
"Abee Research Labs Pvt. Ltd","India","Technology",2023-04-17,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2023,"Technology",2,"Abee Research Labs Pvt. Ltd",1,"Other"
"Abee Research Labs Pvt. Ltd","India","Technology",2023-04-17,2,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,4,0,0,4,2023,"Technology",2,"Abee Research Labs Pvt. Ltd",1,"Other"
"Abg Motors","India","Industrials",2007-11-23,1,"Acquisition for Expansion","Tano Capital LLC","Tano Private Equity Fund I",15,0,15,0,0,15,2007,"Industrials",1,"Abg Motors",15,"Other"
"ABG Shipyard Ltd","India","Industrials",2005-06-01,1,"PIPE","IL & FS Investment Managers Ltd","Leverage India Fund, The",7,7,32,0,0,32,2005,"Industrials",1,"ABG Shipyard Ltd",7,"Other"
"ABG Shipyard Ltd","India","Industrials",2005-06-01,1,"PIPE","Intermediate Capital Group PLC","Merlion India Fund",20,20,32,0,0,32,2005,"Industrials",1,"ABG Shipyard Ltd",20,"Other"
"ABG Shipyard Ltd","India","Industrials",2005-06-01,1,"PIPE","Intermediate Capital Group PLC","Standard Chartered Private Equity Fund - DIF",5,5,32,0,0,32,2005,"Industrials",1,"ABG Shipyard Ltd",5,"Other"
"ABG Shipyard Ltd","India","Industrials",2012-06-26,2,"PIPE","Nippon Investment & Finance Co Ltd","Nippon Investment and Finance",3,3,3,0,0,3,2012,"Industrials",2,"ABG Shipyard Ltd",3,"Other"
"Abhay Cotex Pvt Ltd","India","Consumer Cyclicals",2011-08-10,1,"Expansion","Small Enterprise Assistance Funds","SEAF India Agribusiness Fund",6,6,6,0,0,6,2011,"Consumer Cyclicals",1,"Abhay Cotex Pvt Ltd",6,"Other"
"Abhi Loans","India","Technology",2022-08-16,1,"Expansion","Dmi Alternatives Pvt Ltd","DMI Alternative Investments Sparkle Fund",0,0,0,0,0,0,2022,"Technology",1,"Abhi Loans",0,"Other"
"Abhi Loans","India","Technology",2022-08-16,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Technology",1,"Abhi Loans",0,"Other"
"Abhi Loans","India","Technology",2022-08-16,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2022,"Technology",1,"Abhi Loans",0,"Other"
"Abita Innovations Pvt Ltd","India","Healthcare",2024-10-08,2,"Expansion","Alpha Wave Global LP","Alpha Wave Global LP - Unspecified Fund",2,0,6,0,0,6,2024,"Healthcare",2,"Abita Innovations Pvt Ltd",2,"Other"
"Abita Innovations Pvt Ltd","India","Healthcare",2024-10-08,2,"Expansion","Chiratae Ventures India Advisors Pvt Ltd","Chiratae Ventures India Advisors Pvt Ltd - Unspecified Fund",2,0,6,0,0,6,2024,"Healthcare",2,"Abita Innovations Pvt Ltd",2,"Other"
"Abita Innovations Pvt Ltd","India","Healthcare",2024-10-08,2,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",2,0,6,0,0,6,2024,"Healthcare",2,"Abita Innovations Pvt Ltd",2,"Other"
"ACB (India) Ltd","India","Energy",2006-03-03,1,"Expansion","Warburg Pincus LLC","Warburg Pincus Private Equity IX, L.P.",1,1,1,0,0,1,2006,"Energy",1,"ACB (India) Ltd",1,"Other"
"ACB (India) Ltd","India","Energy",2007-04-13,2,"Expansion","Warburg Pincus LLC","Warburg Pincus Private Equity IX, L.P.",1,1,1,0,0,1,2007,"Energy",2,"ACB (India) Ltd",1,"Other"
"Accelerated Learning Edutech Pvt Ltd","India","Academic & Educational Services",2020-09-10,2,"Expansion","SARA Investments","SARA Investments",1,1,1,0,0,1,2020,"Academic & Educational Services",2,"Accelerated Learning Edutech Pvt Ltd",1,"Other"
"Accelero Vehicles India Pvt Ltd","India","Consumer Cyclicals",2022-02-24,1,"Expansion","LetsVenture Technologies Pvt Ltd","LetsVenture Technologies Pvt Ltd - Unspecified Fund",0,0,0,0,0,0,2022,"Consumer Cyclicals",1,"Accelero Vehicles India Pvt Ltd",0,"Other"
"Accelero Vehicles India Pvt Ltd","India","Consumer Cyclicals",2022-02-24,1,"Expansion","Social Alpha","Social Alpha - Unspecified Fund",0,0,0,0,0,0,2022,"Consumer Cyclicals",1,"Accelero Vehicles India Pvt Ltd",0,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2012-01-24,2,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",4,4,4,0,0,4,2012,"Technology",2,"Accelyst Solutions Pvt Ltd",4,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2014-08-22,3,"Acquisition for Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",11,0,33,0,0,33,2014,"Technology",3,"Accelyst Solutions Pvt Ltd",11,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2014-08-22,3,"Acquisition for Expansion","Rtp Global Uk Ltd","ru-Net Ventures - Unspecified Fund",11,0,33,0,0,33,2014,"Technology",3,"Accelyst Solutions Pvt Ltd",11,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2014-08-22,3,"Acquisition for Expansion","Undisclosed Firm","Undisclosed Fund",11,0,33,0,0,33,2014,"Technology",3,"Accelyst Solutions Pvt Ltd",11,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2015-02-06,4,"Expansion","Peak Xv Partners","Peak XV Partners - Unspecified Fund",16,0,80,0,0,80,2015,"Technology",4,"Accelyst Solutions Pvt Ltd",16,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2015-02-06,4,"Expansion","Rtp Global Uk Ltd","ru-Net Ventures - Unspecified Fund",16,0,80,0,0,80,2015,"Technology",4,"Accelyst Solutions Pvt Ltd",16,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2015-02-06,4,"Expansion","Undisclosed Firm","Undisclosed Fund",16,0,80,0,0,80,2015,"Technology",4,"Accelyst Solutions Pvt Ltd",16,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2015-02-06,4,"Expansion","Undisclosed Firm","Undisclosed Fund",16,0,80,0,0,80,2015,"Technology",4,"Accelyst Solutions Pvt Ltd",16,"Other"
"Accelyst Solutions Pvt Ltd","India","Technology",2015-02-06,4,"Expansion","Undisclosed Firm","Undisclosed Fund",16,0,80,0,0,80,2015,"Technology",4,"Accelyst Solutions Pvt Ltd",16,"Other"
"Accentia Technologies Ltd (CN)","India","Healthcare",2009-06-29,1,"PIPE","Berggruen Holdings Ltd","Berggruen Holdings, Inc. - Unspecified Fund",0,0,0,0,0,0,2009,"Healthcare",1,"Accentia Technologies Ltd (CN)",0,"Other"
"Accentia Technologies Ltd (CN)","India","Healthcare",2012-02-27,2,"Pending Acquisition","Berggruen Holdings Ltd","Berggruen Holdings, Inc. - Unspecified Fund",0,0,0,0,3,3,2012,"Healthcare",2,"Accentia Technologies Ltd (CN)",0,"Other"
"Accentia Technologies Ltd (CN)","India","Healthcare",2012-02-27,2,"Pending Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,3,3,2012,"Healthcare",2,"Accentia Technologies Ltd (CN)",0,"Other"
"Accentia Technologies Ltd (CN)","India","Healthcare",2012-02-27,2,"Pending Acquisition","Undisclosed Firm","Undisclosed Fund",0,0,0,0,3,3,2012,"Healthcare",2,"Accentia Technologies Ltd (CN)",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Liquid 2 Ventures LP","Liquid 2 Ventures, L.P.- Unspecified Fund",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Pioneer Fund","Pioneer Fund",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Rebel Management LLC","Rebel Fund LLC",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Accerank Softwares Pvt Ltd","India","Technology",2021-08-04,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,2,0,0,2,2021,"Technology",1,"Accerank Softwares Pvt Ltd",0,"Other"
"Acculi Labs Pvt Ltd","India","Healthcare",2024-08-01,2,"Expansion","Undisclosed Firm","Undisclosed Fund",2,0,2,0,0,2,2024,"Healthcare",2,"Acculi Labs Pvt Ltd",2,"Other"
"Accutest Research Lab I Pvt Ltd","India","Healthcare",2006-07-19,1,"Expansion","Aureos Capital, Ltd.","Aureos Capital, Ltd. - Unspecified Fund",4,4,4,0,0,4,2006,"Healthcare",1,"Accutest Research Lab I Pvt Ltd",4,"Other"
"Accutest Research Lab I Pvt Ltd","India","Healthcare",2010-09-28,2,"Acquisition","Greater Pacific Capital Llp","Greater Pacific Capital I",0,0,0,0,0,0,2010,"Healthcare",2,"Accutest Research Lab I Pvt Ltd",0,"Other"
"Ace Refractories","India","Basic Materials",2005-09-30,1,"LBO","ICICI Venture Funds Management Company Ltd","India Advantage Fund Series 1",0,0,0,0,0,0,2005,"Basic Materials",1,"Ace Refractories",0,"Other"
"Ace Turtle Pte Ltd","India","Consumer Cyclicals",2017-05-08,1,"Expansion","C31 Ventures Pte Ltd","C31 Ventures - Unspecified Fund",3,0,5,0,0,5,2017,"Consumer Cyclicals",1,"Ace Turtle Pte Ltd",3,"Other"
"Ace Turtle Pte Ltd","India","Consumer Cyclicals",2017-05-08,1,"Expansion","Vertex Ventures Us Fund I LP","Vertex Ventures - Unspecified Fund",3,0,5,0,0,5,2017,"Consumer Cyclicals",1,"Ace Turtle Pte Ltd",3,"Other"
"Ace Turtle Pte Ltd","India","Consumer Cyclicals",2017-09-22,2,"Bridge Loan","Innoven Capital India Pvt Ltd","InnoVen Capital- Unspecified Fund",0,0,0,0,0,0,2017,"Consumer Cyclicals",2,"Ace Turtle Pte Ltd",0,"Other"
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Axon Partners Group Investment SGEIC","India Opportunities Fund I",0,0,0,0,0,0,2013,"Consumer Cyclicals",2,"Achindra Online Marketing Pvt Ltd",0,"Other"
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Forum Synergies India Pe Fund Managers Pvt Ltd","Forum Synergies - Unspecified Fund",0,0,0,0,0,0,2013,"Consumer Cyclicals",2,"Achindra Online Marketing Pvt Ltd",0,"Other"
"Achindra Online Marketing Pvt Ltd","India","Consumer Cyclicals",2013-11-18,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2013,"Consumer Cyclicals",2,"Achindra Online Marketing Pvt Ltd",0,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Intact Ventures Inc","Intact Ventures - Unspecified Fund",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Lightspeed Management Co LLC","Lightspeed Venture Partners - Unspecified Fund",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-02-10,6,"Expansion","Munich Re Ventures Llc","Munich RE/HSB Ventures - Unspecified Fund",42,0,255,0,0,255,2022,"Financials",6,"ACKO Technology & Services Pvt Ltd",42,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2022-08-12,7,"Expansion","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,0,0,2022,"Financials",7,"ACKO Technology & Services Pvt Ltd",0,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-05-26,8,"Acquisition","Canada Pension Plan Investment Board","Canada Pension Plan Investment Board - Unspecified Fund",0,0,0,0,0,0,2023,"Financials",8,"ACKO Technology & Services Pvt Ltd",0,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-05-26,8,"Acquisition","Multiples Alternate Asset Management Pvt Ltd","Multiples Private Equity Fund III",0,0,0,0,0,0,2023,"Financials",8,"ACKO Technology & Services Pvt Ltd",0,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2023-06-07,9,"Acquisition","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",0,0,0,0,0,0,2023,"Financials",9,"ACKO Technology & Services Pvt Ltd",0,"Other"
"ACKO Technology & Services Pvt Ltd","India","Financials",2024-07-24,10,"Acquisition for Expansion","General Atlantic LLC","General Atlantic LLC - Unspecified Fund",0,0,0,0,0,0,2024,"Financials",10,"ACKO Technology & Services Pvt Ltd",0,"Other"
"Acme Formulation Pvt Ltd","India","Healthcare",2021-09-30,1,"LBO","Pacific Alliance Group Ltd","PAG Asia III",145,145,145,0,145,145,2021,"Healthcare",1,"Acme Formulation Pvt Ltd",145,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-03-03,3,"Expansion","Cloud Capital VC","Cloud Capital - Unspecified Fund",0,0,0,0,0,0,2024,"Technology",3,"Actartly Technology Pvt Ltd",0,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Surge Ahead","Surge - Unspecified Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Undisclosed Firm","Undisclosed Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Actartly Technology Pvt Ltd","India","Technology",2024-11-13,4,"Expansion","Whiteboard Capital Advisors Llp","Whiteboard Capital - Unspecified Fund",1,0,3,0,0,4,2024,"Technology",4,"Actartly Technology Pvt Ltd",1,"Other"
"Action Construction Equipment Ltd","India","Industrials",2006-03-23,1,"Expansion","ICICI Venture Funds Management Company Ltd","India Advantage Fund I",3,3,3,0,0,3,2006,"Industrials",1,"Action Construction Equipment Ltd",3,"Other"
"Action Construction Equipment Ltd","India","Industrials",2010-09-06,2,"Acquisition","Reliance Capital Ventures Ltd","Reliance Alternative Investments Fund II",4,4,4,0,0,4,2010,"Industrials",2,"Action Construction Equipment Ltd",4,"Other"
"Action Construction Equipment Ltd","India","Industrials",2011-05-23,3,"Acquisition","Avendus PE Investment Advisors Pvt Ltd","Avendus Special Situations Fund II",1,1,1,0,1,1,2011,"Industrials",3,"Action Construction Equipment Ltd",1,"Other"
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Kalaari Capital Advisors Pvt Ltd","Kalaari Capital Partners II LLC",9,0,38,0,0,38,2015,"Consumer Cyclicals",4,"actoserba active wholesale Pvt Ltd",9,"Other"
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Khazanah Nasional Bhd","Khazanah Nasional Berhad - Unspecified Fund",9,0,38,0,0,38,2015,"Consumer Cyclicals",4,"actoserba active wholesale Pvt Ltd",9,"Other"
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Unilazer Ventures Pvt Ltd","Unilazer Ventures, Ltd. - Unspecified Fund",9,0,38,0,0,38,2015,"Consumer Cyclicals",4,"actoserba active wholesale Pvt Ltd",9,"Other"
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2015-09-03,4,"Expansion","Zodius Capital","Zodius Capital II",9,0,38,0,0,38,2015,"Consumer Cyclicals",4,"actoserba active wholesale Pvt Ltd",9,"Other"
"actoserba active wholesale Pvt Ltd","India","Consumer Cyclicals",2018-05-28,5,"Secondary Purchase","Zodius Capital","Zodius Capital II",0,0,0,0,0,0,2018,"Consumer Cyclicals",5,"actoserba active wholesale Pvt Ltd",0,"Other"
"Adani Capital Pvt Ltd","India","Financials",2023-07-23,1,"LBO","Bain Capital LP","Bain Capital LLC - Unspecified Fund",0,0,0,0,0,0,2023,"Financials",1,"Adani Capital Pvt Ltd",0,"Other"
"Adani Housing Finance Pvt Ltd","India","Financials",2023-07-23,1,"Pending Acquisition","Bain Capital LP","Bain Capital LLC - Unspecified Fund",0,0,0,0,0,0,2023,"Financials",1,"Adani Housing Finance Pvt Ltd",0,"Other"
"Adani Krishnapatnam Port Ltd","India","Industrials",2009-02-24,1,"Acquisition","3i Group PLC","3i India Infrastructure Fund",161,0,161,0,161,161,2009,"Industrials",1,"Adani Krishnapatnam Port Ltd",161,"Other"
"Adani Ports Special Economic Zone Ltd","India","Industrials",2021-04-19,1,"PIPE","Warburg Pincus LLC","Warburg Pincus LLC - Unspecified Fund",107,0,107,0,0,107,2021,"Industrials",1,"Adani Ports Special Economic Zone Ltd",107,"Other"
"Adani Power, Ltd.","India","Utilities",2007-10-25,1,"Acquisition","3i Group PLC","3i India Infrastructure Fund",0,0,0,0,227,227,2007,"Utilities",1,"Adani Power, Ltd.",0,"Other"
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2021-06-29,1,"Expansion","We Founder Circle Pvt Ltd","We Founder Circle - Unspecified Fund",0,0,0,0,0,0,2021,"Consumer Cyclicals",1,"Adc Brands Pvt Ltd",0,"Other"
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2023-12-20,2,"Expansion","BeyondSeed Venture Solutions Pte Ltd","BeyondSeed Venture- Unspecified Fund",0,0,0,0,0,0,2023,"Consumer Cyclicals",2,"Adc Brands Pvt Ltd",0,"Other"
"Adc Brands Pvt Ltd","India","Consumer Cyclicals",2023-12-20,2,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,0,0,0,0,2023,"Consumer Cyclicals",2,"Adc Brands Pvt Ltd",0,"Other"
"Adcock Ingram Healthcare Pvt Ltd","India","Healthcare",2016-04-06,1,"LBO","Samara Capital Management Ltd","Samara Capital Partners Fund II, Ltd.",0,0,0,0,1500,1500,2016,"Healthcare",1,"Adcock Ingram Healthcare Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Artesian Capital Management Lp","Artesian Ventures-Unspecified Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","CIO Angel Network","CIO Angel Network - Unspecified Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Sucseed Venture Partners LLP","SucSEED Venture Partners - Unspecified Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Undisclosed Firm","Undisclosed Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2020-10-21,1,"Expansion","Venture Catalysts Pvt Ltd","Venture Catalysts Pvt Ltd - Unspecified Fund",0,0,1,0,0,1,2020,"Technology",1,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Angelbay Holdings Pvt Ltd","AngelBay Holdings  Pvt Ltd- Unspecified Fund",0,0,1,0,0,1,2021,"Technology",2,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Dev Accelerator Pvt Ltd","DevX Venture Fund",0,0,1,0,0,1,2021,"Technology",2,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Faad Network Pvt Ltd","Faad Network - Unspecified Fund",0,0,1,0,0,1,2021,"Technology",2,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","Riso Capital LLC","RiSo Capital - Unspecified Fund",0,0,1,0,0,1,2021,"Technology",2,"Adcount Technologies Pvt Ltd",0,"Other"
"Adcount Technologies Pvt Ltd","India","Technology",2021-10-28,2,"Expansion","SOSV Investments LLC","SOS Ventures - Unspecified Fund",0,0,1,0,0,1,2021,"Technology",2,"Adcount Technologies Pvt Ltd",0,"Other"
